OBJECTID_1 *;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto
2903;NG5881;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2904;NG5891;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2905;KG5872;незаети площадки;Белово;Belovo;Аканджиево;село;Akandzhievo;village
2906;KG7882;незаети площадки;Пазарджик;Pazardjik;Сарая;село;Saraya;village
2907;KG8882;незаети площадки;Пазарджик;Pazardjik;Пищигово;село;Pishtigovo;village
2908;LG0822;незаети площадки;Съединение;Saedinenie;Малък чардак;село;Malak Chardak;village
2909;LG3842;незаети площадки;Раковски;Rakovski;Раковски;град;Rakovski;town
2910;LG4892;незаети площадки;Брезово;Brezovo;Тюркмен;село;Tyurkmen;village
2911;LG7862;незаети площадки;Чирпан;Chirpan;Яздач;село;Yazdach;village
2912;LG8802;незаети площадки;Стара Загора;Stara Zagora;Арнаутито;село;Arnautito;village
2913;MG0892;незаети площадки;Раднево;Radnevo;Знаменосец;село;Znamenosets;village
2914;MG1832;незаети площадки;Раднево;Radnevo;Раднево;град;Radnevo;town
2915;MG3842;незаети площадки;Нова Загора;Nova Zagora;Бял кладенец;село;Byal kladenets;village
2916;MG4862;незаети площадки;Тунджа;Tundja;Миладиновци;село;Miladinovtsi;village
2917;MG6832;незаети площадки;Тунджа;Tundja;Маломир;село;Malomir;village
2918;MG8892;незаети площадки;Стралджа;Straldja;Александрово;село;Aleksandrovo;village
2919;NG0892;незаети площадки;Средец;Sredetz;Белила;село;Belila;village
2920;KG5863;незаети площадки;Белово;Belovo;Аканджиево;село;Akandzhievo;village
2921;KG5873;незаети площадки;Септември;Septemvri;Ветрен;село;Vetren;village
2922;KG6843;незаети площадки;Септември;Septemvri;Карабунар;село;Karabunar;village
2923;KG6853;незаети площадки;Септември;Septemvri;Карабунар;село;Karabunar;village
2924;KG8833;незаети площадки;Пазарджик;Pazardjik;Черногорово;село;Chernogorovo;village
2925;KG9893;незаети площадки;Съединение;Saedinenie;Съединение;град;Saedinenie;town
2926;LG4883;незаети площадки;Братя Даскалови;Bratya Daskalovi;Верен;село;Veren;village
2927;LG7843;незаети площадки;Чирпан;Chirpan;Яворово;село;Yavorovo;village
2928;LG9823;незаети площадки;Стара Загора;Stara Zagora;Бъдеще;село;Badeshte;village
2929;MG0853;незаети площадки;Раднево;Radnevo;Тополяне;село;Topolyane;village
2930;MG0863;незаети площадки;Раднево;Radnevo;Знаменосец;село;Znamenosets;village
2931;MG4813;незаети площадки;Тунджа;Tundja;Савино;село;Savino;village
2932;MG6853;незаети площадки;Тунджа;Tundja;Каравелово;село;Karavelovo;village
2933;MG8823;незаети площадки;Стралджа;Straldja;Поляна;село;Polyana;village
2934;MG8843;незаети площадки;Стралджа;Straldja;Поляна;село;Polyana;village
2935;MG9803;незаети площадки;Стралджа;Straldja;Александрово;село;Aleksandrovo;village
2936;NG0883;незаети площадки;Средец;Sredetz;Белила;село;Belila;village
2937;NG1803;незаети площадки;Средец;Sredetz;Белила;село;Belila;village
2938;NG2893;незаети площадки;Созопол;Sozopol;Габър;село;Gabar;village
2939;NG4843;незаети площадки;Приморско;Primorsko;Ново Паничарево;село;Novo Panicharevo;village
2940;NG5823;незаети площадки;Приморско;Primorsko;Ясна поляна;село;Yasna polyana;village
2941;NG5883;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2942;NG6803;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2943;NG6833;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2944;LG3894;незаети площадки;Брезово;Brezovo;Чоба;село;Choba;village
2945;LG5864;незаети площадки;Чирпан;Chirpan;Средно градище;село;Sredno gradishte;village
2946;MG1894;незаети площадки;Нова Загора;Nova Zagora;Пет могили;село;Pet mogili;village
2947;MG5874;незаети площадки;Тунджа;Tundja;Маломир;село;Malomir;village
2948;MG6874;незаети площадки;Тунджа;Tundja;Каравелово;село;Karavelovo;village
2949;MG9804;незаети площадки;Стралджа;Straldja;Александрово;село;Aleksandrovo;village
2950;NG0804;незаети площадки;Средец;Sredetz;Бистрец;село;Bistrets;village
2951;NG1884;незаети площадки;Средец;Sredetz;Росеново;село;Rosenovo;village
2952;NG2814;незаети площадки;Средец;Sredetz;Росеново;село;Rosenovo;village
2953;NG2894;незаети площадки;Созопол;Sozopol;Габър;село;Gabar;village
2954;NG4804;незаети площадки;Созопол;Sozopol;Крушевец;село;Krushevets;village
2955;KG5895;незаети площадки;Септември;Septemvri;Ветрен;село;Vetren;village
2956;LG1845;незаети площадки;Калояново;Kaloyanovo;Калояново;село;Kaloyanovo;village
2957;LG1865;незаети площадки;Марица;Maritza;Граф Игнатиево;село;Graf Ignatievo;village
2958;LG2865;незаети площадки;Раковски;Rakovski;Раковски;град;Rakovski;town
2959;LG5815;незаети площадки;Братя Даскалови;Bratya Daskalovi;Малък дол;село;Malak dol;village
2960;LG8825;незаети площадки;Стара Загора;Stara Zagora;Калояновец;село;Kaloyanovets;village
2961;LG9885;незаети площадки;Раднево;Radnevo;Боздуганово;село;Bozduganovo;village
2962;MG0825;незаети площадки;Раднево;Radnevo;Диня;село;Dinya;village
2963;MG1835;незаети площадки;Нова Загора;Nova Zagora;Любенова махала;село;Lyubenova mahala;village
2964;MG2805;незаети площадки;Нова Загора;Nova Zagora;Пет могили;село;Pet mogili;village
2965;MG5855;незаети площадки;Тунджа;Tundja;Маломир;село;Malomir;village
2966;MG5865;незаети площадки;Тунджа;Tundja;Маломир;село;Malomir;village
2967;NG3865;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
2968;NG4855;незаети площадки;Приморско;Primorsko;Ново Паничарево;село;Novo Panicharevo;village
2969;KG7826;незаети площадки;Лесичово;Lesichovo;Щърково;село;Shtarkovo;village
2970;KG9886;незаети площадки;Съединение;Saedinenie;Съединение;град;Saedinenie;town
2971;LG0806;незаети площадки;Съединение;Saedinenie;Голям чардак;село;Golyam chardak;village
2972;LG4846;незаети площадки;Брезово;Brezovo;Чоба;село;Choba;village
2973;LG5866;незаети площадки;Чирпан;Chirpan;Средно градище;село;Sredno gradishte;village
2974;LG8856;незаети площадки;Стара Загора;Stara Zagora;Християново;село;Hristiyanovo;village
2975;MG3846;незаети площадки;Нова Загора;Nova Zagora;Бял кладенец;село;Byal kladenets;village
2976;MG4846;незаети площадки;Тунджа;Tundja;Меден кладенец;село;Meden kladenets;village
2977;MG7896;незаети площадки;Стралджа;Straldja;Каменец;село;Kamenets;village
2978;NG3856;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
2979;NG4816;незаети площадки;Бургас;Burgas;Маринка;село;Marinka;village
2980;NG5806;незаети площадки;Приморско;Primorsko;Веселие;село;Veselie;village
2981;NG6836;незаети площадки;Приморско;Primorsko;Приморско;град;Primorsko;town
2982;KG6867;незаети площадки;Септември;Septemvri;Карабунар;село;Karabunar;village
2983;KG6897;незаети площадки;Лесичово;Lesichovo;Динката;село;Dinkata;village
2984;KG7807;незаети площадки;Лесичово;Lesichovo;Щърково;село;Shtarkovo;village
2985;KG7857;незаети площадки;Лесичово;Lesichovo;Щърково;село;Shtarkovo;village
2986;LG2807;незаети площадки;Калояново;Kaloyanovo;Ръжево Конаре;село;Razhevo Konare;village
2987;MG4837;незаети площадки;Тунджа;Tundja;Меден кладенец;село;Meden kladenets;village
2988;MG7897;незаети площадки;Стралджа;Straldja;Каменец;село;Kamenets;village
2989;MG9867;незаети площадки;Средец;Sredetz;Радойново;село;Radoynovo;village
2990;KG8828;незаети площадки;Пазарджик;Pazardjik;Росен;село;Rosen;village
2991;KG9808;незаети площадки;Пазарджик;Pazardjik;Овчеполци;село;Ovchepoltsi;village
2992;LG0888;незаети площадки;Съединение;Saedinenie;Царимир;село;Tsarimir;village
2993;LG0898;незаети площадки;Съединение;Saedinenie;Царимир;село;Tsarimir;village
2994;LG3858;незаети площадки;Брезово;Brezovo;Отец Кирилово;село;Otets Kirilovo;village
2995;LG4808;незаети площадки;Брезово;Brezovo;Брезово;град;Brezovo;town
2996;LG4848;незаети площадки;Брезово;Brezovo;Чоба;село;Choba;village
2997;LG5828;незаети площадки;Братя Даскалови;Bratya Daskalovi;Малък дол;село;Malak dol;village
2998;LG6838;незаети площадки;Чирпан;Chirpan;Стоян-Заимово;село;Stoyan Zaimovo;village
2999;LG8898;незаети площадки;Стара Загора;Stara Zagora;Бъдеще;село;Badeshte;village
3000;MG1888;незаети площадки;Нова Загора;Nova Zagora;Пет могили;село;Pet mogili;village
3001;MG3848;незаети площадки;Нова Загора;Nova Zagora;Прохорово;село;Prohorovo;village
3002;MG5878;незаети площадки;Тунджа;Tundja;Тенево;село;Tenevo;village
3003;MG7828;незаети площадки;Тунджа;Tundja;Асеново;село;Asenovo;village
3004;NG1878;незаети площадки;Средец;Sredetz;Средец;град;Sredets;town
3005;NG2878;незаети площадки;Созопол;Sozopol;Габър;село;Gabar;village
3006;KG6859;незаети площадки;Лесичово;Lesichovo;Калугерово;село;Kalugerovo;village
3007;KG9869;незаети площадки;Съединение;Saedinenie;Правище;село;Pravishte;village
3008;LG1899;незаети площадки;Калояново;Kaloyanovo;Ръжево Конаре;село;Razhevo Konare;village
3009;LG2859;незаети площадки;Калояново;Kaloyanovo;Главатар;село;Glavatar;village
3010;LG6829;незаети площадки;Чирпан;Chirpan;Изворово;село;Izvorovo;village
3011;MG0819;незаети площадки;Раднево;Radnevo;Сърнево;село;Sarnevo;village
3012;MG2839;незаети площадки;Нова Загора;Nova Zagora;Млекарево;село;Mlekarevo;village
3013;MG3809;незаети площадки;Нова Загора;Nova Zagora;Еленово;село;Elenovo;village
3014;MG4819;незаети площадки;Тунджа;Tundja;Савино;село;Savino;village
3015;MG8809;незаети площадки;Стралджа;Straldja;Тамарино;село;Tamarino;village
3016;MG9839;незаети площадки;Средец;Sredetz;Зорница;село;Zornitsa;village
3017;NG0829;незаети площадки;Средец;Sredetz;Проход;село;Prohod;village
3018;NG3869;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
3019;NG4819;незаети площадки;Бургас;Burgas;Маринка;село;Marinka;village
3020;KG9970;незаети площадки;Съединение;Saedinenie;Правище;село;Pravishte;village
3021;LG4960;незаети площадки;Братя Даскалови;Bratya Daskalovi;Православ;село;Pravoslav;village
3022;LG5910;незаети площадки;Братя Даскалови;Bratya Daskalovi;Медово;село;Medovo;village
3023;MG8930;незаети площадки;Стралджа;Straldja;Войника;село;Voynika;village
3024;NG1910;незаети площадки;Средец;Sredetz;Дюлево;село;Dyulevo;village
3025;NG3900;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
3026;NG3920;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
3027;NG3990;незаети площадки;Бургас;Burgas;Маринка;село;Marinka;village
3028;KG5951;незаети площадки;Лесичово;Lesichovo;Церово;село;Tserovo;village
3029;KG7941;незаети площадки;Панагюрище;Panagyurishte;Левски;село;Levski;village
3030;KG8981;незаети площадки;Стрелча;Strelcha;Блатница;село;Blatnitsa;village
3031;LG0961;незаети площадки;Съединение;Saedinenie;Церетелево;село;Tseretelevo;village
3032;LG1901;незаети площадки;Калояново;Kaloyanovo;Дуванлии;село;Duvanlii;village
3033;LG1961;незаети площадки;Калояново;Kaloyanovo;Черноземен;село;Chernozemen;village
3034;LG8991;незаети площадки;Стара Загора;Stara Zagora;Маджерито;село;Madzherito;village
3035;MG0971;незаети площадки;Раднево;Radnevo;Сърнево;село;Sarnevo;village
3036;MG1901;незаети площадки;Стара Загора;Stara Zagora;Бенковски;село;Benkovski;village
3037;MG8941;незаети площадки;Стралджа;Straldja;Войника;село;Voynika;village
3038;MG9971;незаети площадки;Средец;Sredetz;Зорница;село;Zornitsa;village
3039;NG0901;незаети площадки;Средец;Sredetz;Радойново;село;Radoynovo;village
3040;NG1971;незаети площадки;Средец;Sredetz;Дюлево;село;Dyulevo;village
3041;NG2941;незаети площадки;Средец;Sredetz;Дебелт;село;Debelt;village
3042;NG3911;незаети площадки;Созопол;Sozopol;Зидарово;село;Zidarovo;village
3043;KG7962;незаети площадки;Панагюрище;Panagyurishte;Левски;село;Levski;village
3044;LG2972;незаети площадки;Брезово;Brezovo;Пъдарско;село;Padarsko;village
3045;LG4912;незаети площадки;Брезово;Brezovo;Зелениково;село;Zelenikovo;village
3046;LG4952;незаети площадки;Братя Даскалови;Bratya Daskalovi;Колю Мариново;село;Kolyu-Marinovo;village
3047;LG6912;незаети площадки;Братя Даскалови;Bratya Daskalovi;Съединение;село;Saedinenie;village
3048;LG9942;незаети площадки;Стара Загора;Stara Zagora;Могила;село;Mogila;village
3049;LG9972;незаети площадки;Раднево;Radnevo;Боздуганово;село;Bozduganovo;village
3050;MG0912;незаети площадки;Раднево;Radnevo;Сърнево;село;Sarnevo;village
3051;MG0932;незаети площадки;Раднево;Radnevo;Сърнево;село;Sarnevo;village
3052;MG1932;незаети площадки;Нова Загора;Nova Zagora;Любенец;село;Lyubenets;village
3053;MG2912;незаети площадки;Нова Загора;Nova Zagora;Богданово;село;Bogdanovo;village
3054;MG2972;незаети площадки;Нова Загора;Nova Zagora;Еленово;село;Elenovo;village
3055;MG5902;незаети площадки;Тунджа;Tundja;Ботево;село;Botevo;village
3056;MG5942;незаети площадки;Тунджа;Tundja;Роза;село;Roza;village
3057;MG5972;незаети площадки;Тунджа;Tundja;Ханово;село;Hanovo;village
3058;MG6952;незаети площадки;Тунджа;Tundja;Тенево;село;Tenevo;village
3059;MG8932;незаети площадки;Стралджа;Straldja;Войника;село;Voynika;village
3060;NG0962;незаети площадки;Средец;Sredetz;Светлина;село;Svetlina;village
3061;NG3972;незаети площадки;Созопол;Sozopol;Извор;село;Izvor;village
3062;KG5953;незаети площадки;Лесичово;Lesichovo;Церово;село;Tserovo;village
3063;KG8923;незаети площадки;Стрелча;Strelcha;Свобода;село;Svoboda;village
3064;LG1923;незаети площадки;Калояново;Kaloyanovo;Дуванлии;село;Duvanlii;village
3065;LG1963;незаети площадки;Калояново;Kaloyanovo;Черноземен;село;Chernozemen;village
3066;LG2903;незаети площадки;Калояново;Kaloyanovo;Ръжево Конаре;село;Razhevo Konare;village
3067;LG4973;незаети площадки;Братя Даскалови;Bratya Daskalovi;Колю Мариново;село;Kolyu-Marinovo;village
3068;LG5903;незаети площадки;Братя Даскалови;Bratya Daskalovi;Колю Мариново;село;Kolyu-Marinovo;village
3069;LG7953;незаети площадки;Стара Загора;Stara Zagora;Кирилово;село;Kirilovo;village
3070;MG2983;незаети площадки;Нова Загора;Nova Zagora;Еленово;село;Elenovo;village
3071;MG3973;незаети площадки;Тунджа;Tundja;Златари;село;Zlatari;village
3072;MG3983;незаети площадки;Тунджа;Tundja;Гълъбинци;село;Galabintsi;village
3073;MG4993;незаети площадки;Тунджа;Tundja;Ботево;село;Botevo;village
3074;MG5943;незаети площадки;Тунджа;Tundja;Роза;село;Roza;village
3075;MG8983;незаети площадки;Средец;Sredetz;Зорница;село;Zornitsa;village
3076;NG4953;незаети площадки;Созопол;Sozopol;Росен;село;Rosen;village
3077;KG5994;незаети площадки;Лесичово;Lesichovo;Церово;село;Tserovo;village
3078;KG6924;незаети площадки;Лесичово;Lesichovo;Лесичово;село;Lesichovo;village
3079;KG7954;незаети площадки;Панагюрище;Panagyurishte;Левски;село;Levski;village
3080;LG0904;незаети площадки;Съединение;Saedinenie;Любен;село;Lyuben;village
3081;LG2934;незаети площадки;Калояново;Kaloyanovo;Бегово;село;Begovo;village
3082;LG3954;незаети площадки;Брезово;Brezovo;Златосел;село;Zlatosel;village
3083;LG5904;незаети площадки;Братя Даскалови;Bratya Daskalovi;Колю Мариново;село;Kolyu-Marinovo;village
3084;LG8924;незаети площадки;Стара Загора;Stara Zagora;Богомилово;село;Bogomilovo;village
3085;LG8964;незаети площадки;Стара Загора;Stara Zagora;Стара Загора;град;Stara Zagora;town
3086;LG9994;незаети площадки;Стара Загора;Stara Zagora;Горно Ботево;село;Gorno Botevo;village
3087;MG1994;незаети площадки;Нова Загора;Nova Zagora;Дядово;село;Dyadovo;village
3088;MG3964;незаети площадки;Тунджа;Tundja;Златари;село;Zlatari;village
3089;MG4974;незаети площадки;Тунджа;Tundja;Болярско;село;Bolyarsko;village
3090;MG9994;незаети площадки;Средец;Sredetz;Малина;село;Malina;village
3091;NG2904;незаети площадки;Камено;Kameno;Тръстиково;село;Trastikovo;village
3092;NG4944;незаети площадки;Бургас;Burgas;Маринка;село;Marinka;village
3093;NG4994;незаети площадки;Созопол;Sozopol;Росен;село;Rosen;village
3094;NG5934;незаети площадки;Созопол;Sozopol;Созопол;град;Sozopol;town
3095;KG8915;незаети площадки;Стрелча;Strelcha;Свобода;село;Svoboda;village
3096;LG2955;незаети площадки;Калояново;Kaloyanovo;Сухозем;село;Suhozem;village
3097;LG5955;незаети площадки;Братя Даскалови;Bratya Daskalovi;Медово;село;Medovo;village
3098;LG6925;незаети площадки;Братя Даскалови;Bratya Daskalovi;Сърневец;село;Sarnevets;village
3099;LG8925;незаети площадки;Стара Загора;Stara Zagora;Богомилово;село;Bogomilovo;village
3100;MG2905;незаети площадки;Нова Загора;Nova Zagora;Дядово;село;Dyadovo;village
3101;MG3945;незаети площадки;Тунджа;Tundja;Златари;село;Zlatari;village
3102;MG6915;незаети площадки;Тунджа;Tundja;Кукорево;село;Kukorevo;village
3103;MG6935;незаети площадки;Тунджа;Tundja;Окоп;село;Okop;village
3104;MG7915;незаети площадки;Тунджа;Tundja;Победа;село;Pobeda;village
3105;MG7955;незаети площадки;Тунджа;Tundja;Челник;село;Chelnik;village
3106;MG7965;незаети площадки;Тунджа;Tundja;Челник;село;Chelnik;village
3107;MG9935;незаети площадки;Средец;Sredetz;Зорница;село;Zornitsa;village
3108;MG9975;незаети площадки;Средец;Sredetz;Зорница;село;Zornitsa;village
3109;NG0975;незаети площадки;Средец;Sredetz;Суходол;село;Suhodol;village
3110;NG4995;незаети площадки;Созопол;Sozopol;Росен;село;Rosen;village
3111;NG5935;незаети площадки;Созопол;Sozopol;Черноморец;село;Chernomorets;village
3112;NG5995;незаети площадки;Созопол;Sozopol;Созопол;град;Sozopol;town
3113;KG5976;незаети площадки;Лесичово;Lesichovo;Церово;село;Tserovo;village
3114;KG6976;незаети площадки;Панагюрище;Panagyurishte;Елшица;село;Elshitsa;village
3115;KG7936;незаети площадки;Панагюрище;Panagyurishte;Левски;село;Levski;village
3116;LG6986;незаети площадки;Стара Загора;Stara Zagora;Лозен;село;Lozen;village
3117;MG4986;незаети площадки;Тунджа;Tundja;Болярско;село;Bolyarsko;village
3118;MG6936;незаети площадки;Тунджа;Tundja;Окоп;село;Okop;village
3119;MG6956;незаети площадки;Тунджа;Tundja;Окоп;село;Okop;village
3120;NG0916;незаети площадки;Средец;Sredetz;Орлинци;село;Orlintsi;village
3121;NG4916;незаети площадки;Бургас;Burgas;Маринка;село;Marinka;village
3122;KG6917;незаети площадки;Лесичово;Lesichovo;Боримечково;село;Borimechkovo;village
3123;KG8997;незаети площадки;Стрелча;Strelcha;Блатница;село;Blatnitsa;village
3124;LG0937;незаети площадки;Хисаря;Hisarya;Старо Железаре;село;Staro Zhelezare;village
3125;LG1917;незаети площадки;Калояново;Kaloyanovo;Дуванлии;село;Duvanlii;village
3126;LG2957;незаети площадки;Калояново;Kaloyanovo;Сухозем;село;Suhozem;village
3127;LG4967;незаети площадки;Братя Даскалови;Bratya Daskalovi;Колю Мариново;село;Kolyu-Marinovo;village
3128;LG5987;незаети площадки;Братя Даскалови;Bratya Daskalovi;Малко Дряново;село;Malko Dryanovo;village
3129;LG6957;незаети площадки;Братя Даскалови;Bratya Daskalovi;Сърневец;село;Sarnevets;village
3130;LG7937;незаети площадки;Стара Загора;Stara Zagora;Лозен;село;Lozen;village
3131;LG7977;незаети площадки;Стара Загора;Stara Zagora;Малка Верея;село;Malka Vereya;village
3132;LG9907;незаети площадки;Стара Загора;Stara Zagora;Хрищени;село;Hrishteni;village
3133;MG0917;незаети площадки;Стара Загора;Stara Zagora;Плоска могила;село;Ploska mogila;village
3134;MG1947;незаети площадки;Нова Загора;Nova Zagora;Загорци;село;Zagortsi;village
3135;MG2987;незаети площадки;Нова Загора;Nova Zagora;Еленово;село;Elenovo;village
3136;MG3917;незаети площадки;Нова Загора;Nova Zagora;Питово;село;Pitovo;village
3137;MG4977;незаети площадки;Тунджа;Tundja;Болярско;село;Bolyarsko;village
3138;MG8987;незаети площадки;Стралджа;Straldja;Първенец;село;Parvenets;village
3139;NG0977;незаети площадки;Средец;Sredetz;Суходол;село;Suhodol;village
3140;NG1907;незаети площадки;Средец;Sredetz;Дюлево;село;Dyulevo;village
3141;NG1997;незаети площадки;Камено;Kameno;Тръстиково;село;Trastikovo;village
3142;NG2957;незаети площадки;Камено;Kameno;Тръстиково;село;Trastikovo;village
3143;KG6938;незаети площадки;Лесичово;Lesichovo;Боримечково;село;Borimechkovo;village
3144;KG7908;незаети площадки;Панагюрище;Panagyurishte;Елшица;село;Elshitsa;village
3145;KG8988;незаети площадки;Стрелча;Strelcha;Блатница;село;Blatnitsa;village
3146;KG9928;незаети площадки;Хисаря;Hisarya;Мало Крушево;село;Malo Krushevo;village
3147;LG0978;незаети площадки;Хисаря;Hisarya;Ново Железаре;село;Novo Zhelezare;village
3148;LG3928;незаети площадки;Брезово;Brezovo;Върбен;село;Varben;village
3149;LG3978;незаети площадки;Брезово;Brezovo;Златосел;село;Zlatosel;village
3150;LG6918;незаети площадки;Братя Даскалови;Bratya Daskalovi;Сърневец;село;Sarnevets;village
3151;LG8918;незаети площадки;Стара Загора;Stara Zagora;Стара Загора;град;Stara Zagora;town
3152;NG1988;незаети площадки;Камено;Kameno;Ливада;село;Livada;village
3153;NG2918;незаети площадки;Камено;Kameno;Тръстиково;село;Trastikovo;village
3154;KG6969;незаети площадки;Панагюрище;Panagyurishte;Елшица;село;Elshitsa;village
3155;KG9959;незаети площадки;Хисаря;Hisarya;Беловица;село;Belovitsa;village
3156;KG9969;незаети площадки;Хисаря;Hisarya;Беловица;село;Belovitsa;village
3157;LG0909;незаети площадки;Хисаря;Hisarya;Хисаря;град;Hisarya;town
3158;LG3909;незаети площадки;Калояново;Kaloyanovo;Отец Паисиево;село;Otets Paisievo;village
3159;LG3989;незаети площадки;Брезово;Brezovo;Златосел;село;Zlatosel;village
3160;LG7929;незаети площадки;Стара Загора;Stara Zagora;Остра могила;село;Ostra mogila;village
3161;LG7959;незаети площадки;Стара Загора;Stara Zagora;Лясково;село;Lyaskovo;village
3162;LG9959;незаети площадки;Стара Загора;Stara Zagora;Хрищени;село;Hrishteni;village
3163;MG0979;незаети площадки;Стара Загора;Stara Zagora;Подслон;село;Podslon;village
3164;MG1939;незаети площадки;Нова Загора;Nova Zagora;Стоил войвода;село;Stoil voyvoda;village
3165;MG4919;незаети площадки;Тунджа;Tundja;Гълъбинци;село;Galabintsi;village
3166;MG5949;незаети площадки;Ямбол;Yambol;Ямбол;град;Yambol;town
3167;MG7909;незаети площадки;Тунджа;Tundja;Чарган;село;Chargan;village
3168;MG7959;незаети площадки;Тунджа;Tundja;Търнава;село;Tarnava;village
3169;MG9999;незаети площадки;Средец;Sredetz;Орлинци;село;Orlintsi;village
3170;NG2939;незаети площадки;Камено;Kameno;Тръстиково;село;Trastikovo;village
3171;KH7030;незаети площадки;Панагюрище;Panagyurishte;Попинци;село;Popintsi;village
3172;KH8070;незаети площадки;Стрелча;Strelcha;Дюлево;село;Dyulevo;village
3173;KH9050;незаети площадки;Хисаря;Hisarya;Беловица;село;Belovitsa;village
3174;LH0080;незаети площадки;Хисаря;Hisarya;Ново Железаре;село;Novo Zhelezare;village
3175;LH6030;незаети площадки;Стара Загора;Stara Zagora;Пъстрово;село;Pastrovo;village
3176;LH7030;незаети площадки;Стара Загора;Stara Zagora;Остра могила;село;Ostra mogila;village
3177;LH7080;незаети площадки;Стара Загора;Stara Zagora;Пряпорец;село;Pryaporets;village
3178;LH9010;незаети площадки;Стара Загора;Stara Zagora;Хрищени;село;Hrishteni;village
3179;MH2050;незаети площадки;Нова Загора;Nova Zagora;Полско Пъдарево;село;Polsko Padarevo;village
3180;MH2070;незаети площадки;Нова Загора;Nova Zagora;Омарчево;село;Omarchevo;village
3181;NH1050;незаети площадки;Камено;Kameno;Русокастро;село;Rusokastro;village
3182;NH1070;незаети площадки;Камено;Kameno;Ливада;село;Livada;village
3183;NH1090;незаети площадки;Камено;Kameno;Ливада;село;Livada;village
3184;KH6051;незаети площадки;Панагюрище;Panagyurishte;Бъта;село;Bata;village
3185;KH8001;незаети площадки;Панагюрище;Panagyurishte;Попинци;село;Popintsi;village
3186;KH9001;незаети площадки;Хисаря;Hisarya;Красново;село;Krasnovo;village
3187;LH4071;незаети площадки;Братя Даскалови;Bratya Daskalovi;Славянин;село;Slavyanin;village
3188;LH6011;незаети площадки;Стара Загора;Stara Zagora;Пъстрово;село;Pastrovo;village
3189;LH7051;незаети площадки;Стара Загора;Stara Zagora;Остра могила;село;Ostra mogila;village
3190;LH8091;незаети площадки;Стара Загора;Stara Zagora;Хрищени;село;Hrishteni;village
3191;LH9081;незаети площадки;Стара Загора;Stara Zagora;Дълбоки;село;Dalboki;village
3192;MH0031;незаети площадки;Стара Загора;Stara Zagora;Оряховица;село;Oryahovitsa;village
3193;MH0091;незаети площадки;Нова Загора;Nova Zagora;Събрано;село;Sabrano;village
3194;MH1081;незаети площадки;Нова Загора;Nova Zagora;Стоил войвода;село;Stoil voyvoda;village
3195;MH2031;незаети площадки;Нова Загора;Nova Zagora;Полско Пъдарево;село;Polsko Padarevo;village
3196;MH4041;незаети площадки;Сливен;Sliven;Бозаджии;село;Bozadzhii;village
3197;MH6021;незаети площадки;Ямбол;Yambol;Ямбол;град;Yambol;town
3198;MH9041;незаети площадки;Карнобат;Karnobat;Добриново;село;Dobrinovo;village
3199;NH2061;незаети площадки;Камено;Kameno;Полски извор;село;Polski izvor;village
3200;KH8082;незаети площадки;Хисаря;Hisarya;Кръстевич;село;Krastevich;village
3201;LH0082;незаети площадки;Хисаря;Hisarya;Старо Железаре;село;Staro Zhelezare;village
3202;LH4032;незаети площадки;Брезово;Brezovo;Розовец;село;Rozovets;village
3203;LH4062;незаети площадки;Брезово;Brezovo;Розовец;село;Rozovets;village
3204;LH5032;незаети площадки;Братя Даскалови;Bratya Daskalovi;Горно ново село;село;Gorno Novo selo;village
3205;LH5062;незаети площадки;Братя Даскалови;Bratya Daskalovi;Горно ново село;село;Gorno Novo selo;village
3206;LH6092;незаети площадки;Стара Загора;Stara Zagora;Казанка;село;Kazanka;village
3207;LH8022;незаети площадки;Стара Загора;Stara Zagora;Борилово;село;Borilovo;village
3208;LH8092;незаети площадки;Стара Загора;Stara Zagora;Стара Загора;град;Stara Zagora;town
3209;MH4012;незаети площадки;Сливен;Sliven;Скобелево;село;Skobelevo;village
3210;MH5012;незаети площадки;Тунджа;Tundja;Безмер;село;Bezmer;village
3211;MH7072;незаети площадки;Стралджа;Straldja;Иречеково;село;Irechekovo;village
3212;MH8022;незаети площадки;Стралджа;Straldja;Недялско;село;Nedyalsko;village
3213;MH9082;незаети площадки;Карнобат;Karnobat;Житосвят;село;Zhitosvyat;village
3214;KH6063;незаети площадки;Панагюрище;Panagyurishte;Бъта;село;Bata;village
3215;LH2013;незаети площадки;Калояново;Kaloyanovo;Бегово;село;Begovo;village
3216;LH2043;незаети площадки;Калояново;Kaloyanovo;Отец Паисиево;село;Otets Paisievo;village
3217;LH2063;незаети площадки;Калояново;Kaloyanovo;Отец Паисиево;село;Otets Paisievo;village
