OBJECTID_1 *;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto
1;FL7766;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village
2;FL8726;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
3;FL6777;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village
4;FL7797;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
5;FL6748;незаети площадки;Петрич;Petrich;Габрене;село;Gabrene;village
6;FL7748;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village
7;FL8708;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
8;FL8748;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town
9;FL6769;незаети площадки;Петрич;Petrich;Габрене;село;Gabrene;village
10;FL6799;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village
11;FL7739;незаети площадки;Петрич;Petrich;Самуилово;село;Samuilovo;village
12;FL7799;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
13;FL8729;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
14;FL7850;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village
15;FL7801;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village
16;FL7811;незаети площадки;Петрич;Petrich;Камена;село;Kamena;village
17;FL8801;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
18;FL8803;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village
19;FL6884;незаети площадки;Петрич;Petrich;Боровичене;село;Borovichene;village
20;FL7814;незаети площадки;Петрич;Petrich;Кладенци;село;Kladentsi;village
21;FL7835;незаети площадки;Петрич;Petrich;Самуилово;село;Samuilovo;village
22;FL8815;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town
23;FL9895;незаети площадки;Петрич;Petrich;Кулата;село;Kulata;village
24;GL1875;незаети площадки;Сандански;Sandanski;Голешово;село;Goleshovo;village
25;FL6866;незаети площадки;Петрич;Petrich;Гега;село;Gega;village
26;FL8846;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town
27;FL9806;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town
28;GL1816;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village
29;GL1836;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village
30;FL6847;незаети площадки;Петрич;Petrich;Долна Крушица;село;Dolna Krushitsa;village
31;GL0857;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village
32;GL2847;незаети площадки;Хаджидимово;Hadjidimovo;Нова Ловча;село;Nova Lovcha;village
33;GL2877;незаети площадки;Хаджидимово;Hadjidimovo;Нова Ловча;село;Nova Lovcha;village
34;GL3817;незаети площадки;Хаджидимово;Hadjidimovo;Гайтаниново;село;Gaytaninovo;village
35;FL6848;незаети площадки;Петрич;Petrich;Долна Крушица;село;Dolna Krushitsa;village
36;FL6888;незаети площадки;Петрич;Petrich;Боровичене;село;Borovichene;village
37;FL8838;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village
38;FL9818;незаети площадки;Петрич;Petrich;Марикостиново;село;Marikostenovo;village
39;GL0878;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village
40;GL1838;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village
41;GL1848;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village
42;GL2808;незаети площадки;Сандански;Sandanski;Голешово;село;Goleshovo;village
43;GL3818;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village
44;GL3828;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village
45;FL9809;незаети площадки;Петрич;Petrich;Митино;село;Mitino;village
46;GL0819;незаети площадки;Сандански;Sandanski;Враня;село;Vranya;village
47;GL2829;незаети площадки;Хаджидимово;Hadjidimovo;Парил;село;Paril;village
48;GL3809;незаети площадки;Хаджидимово;Hadjidimovo;Гайтаниново;село;Gaytaninovo;village
49;FL7960;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village
50;FL8970;незаети площадки;Петрич;Petrich;Рупите;село;Rupite;village
51;FL7901;незаети площадки;Петрич;Petrich;Зойчене;село;Zoychene;village
52;FL9911;незаети площадки;Петрич;Petrich;Генерал Тодоров;село;General Todorov;village
53;FL9931;незаети площадки;Петрич;Petrich;Марикостиново;село;Marikostenovo;village
54;FL6992;незаети площадки;Петрич;Petrich;Зойчене;село;Zoychene;village
55;FL6973;незаети площадки;Петрич;Petrich;Баскалци;село;Baskaltsi;village
56;FL8913;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village
57;FL8933;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village
58;FL8983;незаети площадки;Петрич;Petrich;Старчево;село;Starchevo;village
59;FL9973;незаети площадки;Сандански;Sandanski;Зорница;село;Zornitsa;village
60;GL0903;незаети площадки;Сандански;Sandanski;Враня;село;Vranya;village
61;GL0983;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village
62;GL1933;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village
63;GL1943;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village
64;GL1973;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village
65;GL3913;незаети площадки;Хаджидимово;Hadjidimovo;Лъки;село;Laki;village
66;GL3923;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village
67;GL3973;незаети площадки;Хаджидимово;Hadjidimovo;Петрелик;село;Petrelik;village
68;GL4963;незаети площадки;Хаджидимово;Hadjidimovo;Беслен;село;Beslen;village
69;FL7954;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village
70;FL9994;незаети площадки;Сандански;Sandanski;Хърсово;село;Harsovo;village
71;GL2974;незаети площадки;Хаджидимово;Hadjidimovo;Лъки;село;Laki;village
72;GL4904;незаети площадки;Хаджидимово;Hadjidimovo;Петрелик;село;Petrelik;village
73;FL6945;незаети площадки;Петрич;Petrich;Кукурахцево;село;Kukurahtsevo;village
74;FL7965;незаети площадки;Петрич;Petrich;Чуричени;село;Churicheni;village
75;FL8975;незаети площадки;Петрич;Petrich;Рибник;село;Ribnik;village
76;GL2935;незаети площадки;Хаджидимово;Hadjidimovo;Тешово;село;Teshovo;village
77;GL3915;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village
78;FL7956;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village
79;GL0956;незаети площадки;Сандански;Sandanski;Черешница;село;Chereshnitsa;village
80;GL1926;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village
81;GL2976;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village
82;GL2996;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village
83;GL3916;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village
84;GL4966;незаети площадки;Хаджидимово;Hadjidimovo;Теплен;село;Teplen;village
85;FL6987;незаети площадки;Петрич;Petrich;Баскалци;село;Baskaltsi;village
86;FL9947;незаети площадки;Сандански;Sandanski;Спатово;село;Spatovo;village
87;GL2917;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
88;GL0978;незаети площадки;Сандански;Sandanski;Горно Спанчево;село;Gorno Spanchevo;village
89;GL4928;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village
90;GL4988;незаети площадки;Сатовча;Satovcha;Вълкосел;село;Valkosel;village
91;GL0909;незаети площадки;Сандански;Sandanski;Мелник;град;Melnik;town
92;GL1999;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
93;FM7080;незаети площадки;Струмяни;Strumyani;Игралище;село;Igralishte;village
94;FM8060;незаети площадки;Сандански;Sandanski;Сандански;град;Sandanski;town
95;GM0000;незаети площадки;Сандански;Sandanski;Мелник;град;Melnik;town
96;GM2000;незаети площадки;Гоце Делчев;Gotze Delchev;Делчево;село;Delchevo;village
97;GM3080;незаети площадки;Хаджидимово;Hadjidimovo;Хаджидимово;град;Hadzhidimovo;town
98;GM3090;незаети площадки;Хаджидимово;Hadjidimovo;Блатска;село;Blatska;village
99;FM6081;незаети площадки;Струмяни;Strumyani;Никудин;село;Nikudin;village
100;FM8071;незаети площадки;Сандански;Sandanski;Сандански;град;Sandanski;town
101;GM4011;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village
102;FM9042;незаети площадки;Сандански;Sandanski;Ласкарево;село;Laskarevo;village
103;GM4042;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village
104;FM6064;незаети площадки;Струмяни;Strumyani;Добри лаки;село;Dobri laki;village
105;FM7024;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village
106;FM7034;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village
107;FM7094;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village
108;GM0014;незаети площадки;Сандански;Sandanski;Долени;село;Doleni;village
109;GM0044;незаети площадки;Сандански;Sandanski;Кашина;село;Kashina;village
110;GM4064;незаети площадки;Сатовча;Satovcha;Боголин;село;Bogolin;village
111;GM4084;незаети площадки;Сатовча;Satovcha;Вълкосел;село;Valkosel;village
112;FM9075;незаети площадки;Сандански;Sandanski;Любовка;село;Lyubovka;village
113;FM9095;незаети площадки;Сандански;Sandanski;Горна Сушица;село;Gorna Sushitsa;village
114;GM2005;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village
115;GM4005;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village
116;FM6076;незаети площадки;Струмяни;Strumyani;Добри лаки;село;Dobri laki;village
117;FM9036;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village
118;GM0036;незаети площадки;Сандански;Sandanski;Долени;село;Doleni;village
119;GM1026;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
120;FM7027;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village
121;FM8027;незаети площадки;Струмяни;Strumyani;Микрево;село;Mikrevo;village
122;GM0047;незаети площадки;Сандански;Sandanski;Сугарево;село;Sugarevo;village
123;GM1067;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
124;GM1077;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
125;GM2027;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village
126;GM3087;незаети площадки;Гърмен;Garmen;Дъбница;село;Dabnitsa;village
127;FM6088;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village
128;FM8008;незаети площадки;Струмяни;Strumyani;Микрево;село;Mikrevo;village
129;FM9068;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village
130;GM1088;незаети площадки;Гоце Делчев;Gotze Delchev;Лъжница;село;Lazhnitsa;village
131;GM2008;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village
132;GM3048;незаети площадки;Гърмен;Garmen;Гърмен;село;Garmen;village
133;FM6059;незаети площадки;Струмяни;Strumyani;Раздол;село;Razdol;village
134;FM8079;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village
135;GM1039;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
136;GM2069;незаети площадки;Гоце Делчев;Gotze Delchev;Баничан;село;Banichan;village
137;GM3049;незаети площадки;Гърмен;Garmen;Марчево;село;Marchevo;village
138;FM6130;незаети площадки;Струмяни;Strumyani;Клепало;село;Klepalo;village
139;FM6160;незаети площадки;Струмяни;Strumyani;Раздол;село;Razdol;village
140;FM6190;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village
141;FM9160;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village
142;GM0160;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
143;FM7171;незаети площадки;Струмяни;Strumyani;Кърпелево;село;Karpelevo;village
144;GM0181;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
145;GM2161;незаети площадки;Гоце Делчев;Gotze Delchev;Баничан;село;Banichan;village
146;FM8182;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village
147;FM9142;незаети площадки;Сандански;Sandanski;Лиляново;село;Lilyanovo;village
148;GM0182;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
149;GM1192;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village
150;FM6193;незаети площадки;Струмяни;Strumyani;Гореме;село;Goreme;village
151;FM7153;незаети площадки;Струмяни;Strumyani;Вракуповица;село;Vrakupovitsa;village
152;FM8153;незаети площадки;Струмяни;Strumyani;Илинденци;село;Ilindentsi;village
153;GM0163;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
154;GM0173;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village
155;GM4183;незаети площадки;Сатовча;Satovcha;Сатовча;село;Satovcha;village
156;FM9154;незаети площадки;Сандански;Sandanski;Лиляново;село;Lilyanovo;village
157;GM1194;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village
158;GM3154;незаети площадки;Гърмен;Garmen;Лещен;село;Leshten;village
159;GM3164;незаети площадки;Гърмен;Garmen;Лещен;село;Leshten;village
160;GM3184;незаети площадки;Гърмен;Garmen;Дебрен;село;Debren;village
161;FM8155;незаети площадки;Струмяни;Strumyani;Илинденци;село;Ilindentsi;village
162;GM2125;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village
163;GM2155;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village
164;GM4115;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village
165;FM6186;незаети площадки;Струмяни;Strumyani;Гореме;село;Goreme;village
166;FM8126;незаети площадки;Кресна;Kresna;Долна Градешница;село;Dolna Gradeshnitsa;village
167;FM9136;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village
168;FM9166;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village
169;GM1176;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village
170;GM2176;незаети площадки;Гоце Делчев;Gotze Delchev;Господинци;село;Gospodintsi;village
171;FM7117;незаети площадки;Струмяни;Strumyani;Вракуповица;село;Vrakupovitsa;village
172;FM7157;незаети площадки;Кресна;Kresna;Будилци;село;Budiltsi;village
173;GM4127;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village
174;GM4147;незаети площадки;Сатовча;Satovcha;Долен;село;Dolen;village
175;GM1108;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village
176;GM1188;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village
177;GM2128;незаети площадки;Гоце Делчев;Gotze Delchev;Брезница;село;Breznitsa;village
178;GM3158;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village
179;FM7179;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
180;FM8129;незаети площадки;Кресна;Kresna;Кресна;град;Kresna;town
181;GM3109;незаети площадки;Гърмен;Garmen;Рибново;село;Ribnovo;village
182;GM4179;незаети площадки;Сатовча;Satovcha;Плетена;село;Pletena;village
183;FM7280;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
184;FM8210;незаети площадки;Кресна;Kresna;Кресна;град;Kresna;town
185;FM8250;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
186;FM9210;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
187;GM0260;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
188;GM3220;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village
189;GM4210;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village
190;FM8271;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
191;FM7262;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
192;FM8292;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
193;GM1282;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village
194;GM1292;незаети площадки;Банско;Bansko;Кремен;село;Kremen;village
195;FM9253;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
196;GM0283;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
197;GM2273;незаети площадки;Гоце Делчев;Gotze Delchev;Буково;село;Bukovo;village
198;GM3293;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village
199;FM7285;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
200;GM0225;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
201;GM0285;незаети площадки;Банско;Bansko;Добринище;село;Dobrinishte;village
202;GM4255;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village
203;FM6256;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village
204;FM6266;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village
205;GM2276;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
206;GM3226;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village
207;FM7227;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
208;FM7257;незаети площадки;Кресна;Kresna;Горна Брезница;село;Gorna Breznitsa;village
209;FM8287;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
210;FM9237;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
211;FM9297;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
212;GM1277;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
213;GM3267;незаети площадки;Гърмен;Garmen;Осиково;село;Osikovo;village
214;GM4267;незаети площадки;Велинград;Velingrad;Сърница;село;Sarnitsa;village
215;GM1248;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
216;GM2208;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
217;GM4218;незаети площадки;Гърмен;Garmen;Ковачевица;село;Kovachevitsa;village
218;FM6269;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village
219;FM9219;незаети площадки;Кресна;Kresna;Влахи;село;Vlahi;village
220;GM0229;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
221;GM1249;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
222;GM2229;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
223;GM2299;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
224;GM3209;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
225;GM4249;незаети площадки;Велинград;Velingrad;Побит камък;село;Pobit kamak;village
226;FM6330;незаети площадки;Симитли;Simitli;Сухострел;село;Suhostrel;village
227;FM6360;незаети площадки;Симитли;Simitli;Сушица;село;Sushitsa;village
228;GM0330;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
229;GM3300;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
230;GM4370;незаети площадки;Велинград;Velingrad;Сърница;село;Sarnitsa;village
231;GM0311;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
232;GM1311;незаети площадки;Банско;Bansko;Добринище;село;Dobrinishte;village
233;GM3331;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
234;GM4311;незаети площадки;Велинград;Velingrad;Побит камък;село;Pobit kamak;village
235;FM7332;незаети площадки;Симитли;Simitli;Полена;село;Polena;village
236;FM9372;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
237;GM0352;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
238;GM4372;незаети площадки;Велинград;Velingrad;Кръстава;село;Krastava;village
239;FM7363;незаети площадки;Симитли;Simitli;Крупник;село;Krupnik;village
240;FM8373;незаети площадки;Симитли;Simitli;Сенокос;село;Senokos;village
241;FM8383;незаети площадки;Симитли;Simitli;Сенокос;село;Senokos;village
242;GM2303;незаети площадки;Банско;Bansko;Обидим;село;Obidim;village
243;GM3323;незаети площадки;Банско;Bansko;Осеново;село;Osenovo;village
244;FM9384;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
245;GM1354;незаети площадки;Банско;Bansko;Добринище;село;Dobrinishte;village
246;FM8395;незаети площадки;Симитли;Simitli;Брежани;село;Brezhani;village
247;GM0305;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
248;GM3345;незаети площадки;Велинград;Velingrad;Медени поляни;село;Medeni polyani;village
249;FM9316;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
250;GM4316;незаети площадки;Велинград;Velingrad;Побит камък;село;Pobit kamak;village
251;GM4336;незаети площадки;Велинград;Velingrad;Побит камък;село;Pobit kamak;village
252;FM6357;незаети площадки;Благоевград;Blagoevgrad;Дебочица;село;Debochitsa;village
253;FM7327;незаети площадки;Симитли;Simitli;Тросково;село;Troskovo;village
254;FM9387;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
255;GM1357;незаети площадки;Банско;Bansko;Банско;град;Bansko;town
256;GM2317;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village
257;GM3307;незаети площадки;Банско;Bansko;Гостун;село;Gostun;village
258;FM7368;незаети площадки;Симитли;Simitli;Полето;село;Poleto;village
259;FM7398;незаети площадки;Симитли;Simitli;Полето;село;Poleto;village
260;FM8338;незаети площадки;Симитли;Simitli;Брежани;село;Brezhani;village
261;FM8368;незаети площадки;Симитли;Simitli;Брежани;село;Brezhani;village
262;FM9338;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
263;FM5399;незаети площадки;Благоевград;Blagoevgrad;Габрово;село;Gabrovo;village
264;FM6309;незаети площадки;Благоевград;Blagoevgrad;Габрово;село;Gabrovo;village
265;FM6339;незаети площадки;Благоевград;Blagoevgrad;Габрово;село;Gabrovo;village
266;GM0319;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
267;GM1339;незаети площадки;Разлог;Razlog;Баня;село;Banya;village
268;GM1359;незаети площадки;Белица;Belitza;Горно Краище;село;Gorno Kraishte;village
269;GM2309;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village
270;GM2359;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village
271;GM2379;незаети площадки;Белица;Belitza;Златарица;село;Zlataritsa;village
272;FM5490;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village
273;FM7410;незаети площадки;Симитли;Simitli;Докатичево;село;Dokatichevo;village
274;FM9410;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
275;FM9490;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
276;GM0460;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
277;GM2430;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village
278;GM3440;незаети площадки;Велинград;Velingrad;Бозьова;село;Bozyova;village
279;GM3470;незаети площадки;Велинград;Velingrad;Кръстава;село;Krastava;village
280;FM5481;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village
281;FM6451;незаети площадки;Благоевград;Blagoevgrad;Падеш;село;Padesh;village
282;GM2411;незаети площадки;Разлог;Razlog;Елешница;село;Eleshnitsa;village
283;FM7462;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village
284;FM8412;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village
285;FM8442;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village
286;GM1402;незаети площадки;Разлог;Razlog;Баня;село;Banya;village
287;GM4452;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
288;FM8443;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village
289;GM1433;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
290;FM7414;незаети площадки;Симитли;Simitli;Железница;село;Zheleznitsa;village
291;GM0474;незаети площадки;Разлог;Razlog;Годлево;село;Godlevo;village
292;GM1454;незаети площадки;Белица;Belitza;Краище;село;Kraishte;village
293;GM2474;незаети площадки;Белица;Belitza;Златарица;село;Zlataritsa;village
294;GM3474;незаети площадки;Велинград;Velingrad;Кръстава;село;Krastava;village
295;FM5465;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village
296;FM9435;незаети площадки;Разлог;Razlog;Разлог;град;Razlog;town
297;GM0455;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
298;GM2405;незаети площадки;Белица;Belitza;Кузьово;село;Kuzyovo;village
299;GM4465;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
300;FM5486;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village
301;FM8476;незаети площадки;Симитли;Simitli;Градево;село;Gradevo;village
302;FM9476;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village
303;GM0416;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village
304;GM3416;незаети площадки;Велинград;Velingrad;Бозьова;село;Bozyova;village
305;FM6417;незаети площадки;Благоевград;Blagoevgrad;Лешко;село;Leshko;village
306;FM7457;незаети площадки;Благоевград;Blagoevgrad;Церово;село;Tserovo;village
307;GM1497;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village
308;GM2427;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village
309;GM4427;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
310;FM5458;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village
311;FM6438;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village
312;FM6468;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village
313;FM9488;незаети площадки;Разлог;Razlog;Бачево;село;Bachevo;village
314;GM1488;незаети площадки;Белица;Belitza;Бабяк;село;Babyak;village
315;GM3478;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
316;FM6409;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village
317;FM7449;незаети площадки;Благоевград;Blagoevgrad;Изгрев;село;Izgrev;village
318;FM8499;незаети площадки;Симитли;Simitli;Долно Осеново;село;Dolno Osenovo;village
319;GM0429;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
320;GM4409;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
321;GM4449;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
322;FM5560;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village
323;FM5570;незаети площадки;Благоевград;Blagoevgrad;Клисура;село;Klisura;village
324;FM8500;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village
325;GM1560;незаети площадки;Белица;Belitza;Белица;град;Belitsa;town
326;FM6511;незаети площадки;Благоевград;Blagoevgrad;Логодаж;село;Logodazh;village
327;FM6591;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village
328;FM7511;незаети площадки;Благоевград;Blagoevgrad;Покровник;село;Pokrovnik;village
329;FM7581;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village
330;GM0551;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
331;GM0561;незаети площадки;Разлог;Razlog;Добърско;село;Dobarsko;village
332;GM2551;незаети площадки;Белица;Belitza;Орцево;село;Ortsevo;village
333;GM4511;незаети площадки;Велинград;Velingrad;Грашево;село;Grashevo;village
334;FM7572;незаети площадки;Благоевград;Blagoevgrad;Марулево;село;Marulevo;village
335;FM8572;незаети площадки;Симитли;Simitli;Долно Осеново;село;Dolno Osenovo;village
