OBJECTID;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
4821;MJ9012;незаети площадки;Хитрино;Hitrino;Длъжко;село;Dlazhko;village;Шумен;Shumen;21289;26.86279;43.384684;ДЛЪЖКОХИТРИНО
4822;NJ2052;незаети площадки;Ветрино;Vetrino;Белоградец;село;Belogradets;village;Варна;Varna;3602;27.331221;43.35208;БЕЛОГРАДЕЦВЕТРИНО
4823;NJ4052;незаети площадки;Суворово;Suvorovo;Суворово;град;Suvorovo;town;Варна;Varna;70175;27.592431;43.32832;СУВОРОВОСУВОРОВО
4824;NJ5072;незаети площадки;Суворово;Suvorovo;Николаевка;село;Nikolaevka;village;Варна;Varna;51584;27.673946;43.354875;НИКОЛАЕВКАСУВОРОВО
4825;NJ6022;незаети площадки;Аксаково;Aksakovo;Крумово;село;Krumovo;village;Варна;Varna;39983;27.784744;43.390059;КРУМОВОАКСАКОВО
4826;NJ8072;незаети площадки;Балчик;Balchik;Оброчище;село;Obrochishte;village;Добрич;Dobrich;53120;28.04553;43.403061;ОБРОЧИЩЕБАЛЧИК
4827;KJ7023;незаети площадки;Червен бряг;Cherven bryag;Койнаре;град;Koynare;town;Плевен;Pleven;37863;24.143577;43.355699;КОЙНАРЕЧЕРВЕНБРЯГ
4828;KJ8063;незаети площадки;Долни Дъбник;Dolni Dabnik;Крушовица;село;Krushovitsa;village;Плевен;Pleven;40213;24.415002;43.349113;КРУШОВИЦАДОЛНИДЪБНИК
4829;KJ9063;незаети площадки;Плевен;Pleven;Търнене;село;Tarnene;village;Плевен;Pleven;73674;24.508008;43.385533;ТЪРНЕНЕПЛЕВЕН
4830;LJ4053;незаети площадки;Левски;Levski;Асеновци;село;Asenovtsi;village;Плевен;Pleven;761;25.098005;43.326442;АСЕНОВЦИЛЕВСКИ
4831;LJ6043;незаети площадки;Павликени;Pavlikeni;Караисен;село;Karaisen;village;ВеликоТърново;VelikoTarnovo;36289;25.346032;43.379924;КАРАИСЕНПАВЛИКЕНИ
4832;LJ6093;незаети площадки;Павликени;Pavlikeni;Караисен;село;Karaisen;village;ВеликоТърново;VelikoTarnovo;36289;25.346032;43.379924;КАРАИСЕНПАВЛИКЕНИ
4833;LJ7073;незаети площадки;Полски Тръмбеш;Polski Trambesh;Масларево;село;Maslarevo;village;ВеликоТърново;VelikoTarnovo;47439;25.46549;43.411535;МАСЛАРЕВОПОЛСКИТРЪМБЕШ
4834;LJ9033;незаети площадки;Полски Тръмбеш;Polski Trambesh;Каранци;село;Karantsi;village;ВеликоТърново;VelikoTarnovo;36405;25.675571;43.386647;КАРАНЦИПОЛСКИТРЪМБЕШ
4835;MJ3013;незаети площадки;Попово;Popovo;Паламарца;село;Palamartsa;village;Търговище;Targovishte;55213;26.158499;43.387326;ПАЛАМАРЦАПОПОВО
4836;MJ5043;незаети площадки;Търговище;Targovishte;Маково;село;Makovo;village;Търговище;Targovishte;46228;26.456099;43.369134;МАКОВОТЪРГОВИЩЕ
4837;MJ6043;незаети площадки;Лозница;Loznitza;Лозница;град;Loznitsa;town;Разград;Razgrad;44166;26.598731;43.371481;ЛОЗНИЦАЛОЗНИЦА
4838;MJ7033;незаети площадки;Търговище;Targovishte;Мировец;село;Mirovets;village;Търговище;Targovishte;48338;26.692826;43.375665;МИРОВЕЦТЪРГОВИЩЕ
4839;MJ9043;незаети площадки;Хитрино;Hitrino;Върбак;село;Varbak;village;Шумен;Shumen;12663;26.935837;43.388891;ВЪРБАКХИТРИНО
4840;MJ9073;незаети площадки;Хитрино;Hitrino;Каменяк;село;Kamenyak;village;Шумен;Shumen;35969;26.96714;43.405319;КАМЕНЯКХИТРИНО
4841;NJ0033;незаети площадки;Каспичан;Kaspichan;Златна нива;село;Zlatna niva;village;Шумен;Shumen;31084;27.069383;43.381424;ЗЛАТНАНИВАКАСПИЧАН
4842;NJ1033;незаети площадки;Нови пазар;Novi pazar;Стоян Михайловски;село;Stoyan Mihaylovski;village;Шумен;Shumen;69506;27.190235;43.411608;СТОЯНМИХАЙЛОВСКИНОВИПАЗАР
4843;NJ1073;незаети площадки;Нови пазар;Novi pazar;Памукчии;село;Pamukchii;village;Шумен;Shumen;55292;27.217663;43.397548;ПАМУКЧИИНОВИПАЗАР
4844;NJ2013;незаети площадки;Нови пазар;Novi pazar;Сечище;село;Sechishte;village;Шумен;Shumen;66353;27.267612;43.407981;СЕЧИЩЕНОВИПАЗАР
4845;NJ5003;незаети площадки;Вълчи дол;Valchi dol;Войводино;село;Voyvodino;village;Варна;Varna;11836;27.618976;43.405358;ВОЙВОДИНОВЪЛЧИДОЛ
4846;NJ7013;незаети площадки;Добрич-селска;Dobrich-selska;Дебрене;село;Debrene;village;Добрич;Dobrich;20359;27.865264;43.388268;ДЕБРЕНЕДОБРИЧ-СЕЛСКА
4847;KJ5074;незаети площадки;Червен бряг;Cherven bryag;Лепица;село;Lepitsa;village;Плевен;Pleven;43311;24.028771;43.325981;ЛЕПИЦАЧЕРВЕНБРЯГ
4848;KJ5084;незаети площадки;Червен бряг;Cherven bryag;Лепица;село;Lepitsa;village;Плевен;Pleven;43311;24.028771;43.325981;ЛЕПИЦАЧЕРВЕНБРЯГ
4849;KJ8024;незаети площадки;Долни Дъбник;Dolni Dabnik;Горни Дъбник;село;Gorni Dabnik;village;Плевен;Pleven;16537;24.352688;43.379848;ГОРНИДЪБНИКДОЛНИДЪБНИК
4850;KJ9074;незаети площадки;Плевен;Pleven;Търнене;село;Tarnene;village;Плевен;Pleven;73674;24.508008;43.385533;ТЪРНЕНЕПЛЕВЕН
4851;LJ1024;незаети площадки;Плевен;Pleven;Радишево;село;Radishevo;village;Плевен;Pleven;61426;24.665461;43.376886;РАДИШЕВОПЛЕВЕН
4852;LJ1094;незаети площадки;Пордим;Pordim;Згалево;село;Zgalevo;village;Плевен;Pleven;30590;24.800983;43.37577;ЗГАЛЕВОПОРДИМ
4853;LJ4044;незаети площадки;Левски;Levski;Асеновци;село;Asenovtsi;village;Плевен;Pleven;761;25.098005;43.326442;АСЕНОВЦИЛЕВСКИ
4854;LJ7094;незаети площадки;Полски Тръмбеш;Polski Trambesh;Страхилово;село;Strahilovo;village;ВеликоТърново;VelikoTarnovo;69732;25.566803;43.407004;СТРАХИЛОВОПОЛСКИТРЪМБЕШ
4855;LJ9024;незаети площадки;Полски Тръмбеш;Polski Trambesh;Полски Тръмбеш;град;Polski Trambesh;town;ВеликоТърново;VelikoTarnovo;57354;25.631915;43.367594;ПОЛСКИТРЪМБЕШПОЛСКИТРЪМБЕШ
4856;MJ1064;незаети площадки;Попово;Popovo;Осиково;село;Osikovo;village;Търговище;Targovishte;54208;25.996543;43.384251;ОСИКОВОПОПОВО
4857;MJ6014;незаети площадки;Лозница;Loznitza;Трапище;село;Trapishte;village;Разград;Razgrad;73002;26.536297;43.37723;ТРАПИЩЕЛОЗНИЦА
4858;MJ8084;незаети площадки;Хитрино;Hitrino;Развигорово;село;Razvigorovo;village;Шумен;Shumen;61697;26.839318;43.397307;РАЗВИГОРОВОХИТРИНО
4859;NJ0034;незаети площадки;Каспичан;Kaspichan;Златна нива;село;Zlatna niva;village;Шумен;Shumen;31084;27.069383;43.381424;ЗЛАТНАНИВАКАСПИЧАН
4860;NJ1034;незаети площадки;Нови пазар;Novi pazar;Стоян Михайловски;село;Stoyan Mihaylovski;village;Шумен;Shumen;69506;27.190235;43.411608;СТОЯНМИХАЙЛОВСКИНОВИПАЗАР
4861;KJ6075;незаети площадки;Червен бряг;Cherven bryag;Койнаре;град;Koynare;town;Плевен;Pleven;37863;24.143577;43.355699;КОЙНАРЕЧЕРВЕНБРЯГ
4862;KJ7075;незаети площадки;Червен бряг;Cherven bryag;Койнаре;град;Koynare;town;Плевен;Pleven;37863;24.143577;43.355699;КОЙНАРЕЧЕРВЕНБРЯГ
4863;LJ0015;незаети площадки;Плевен;Pleven;Търнене;село;Tarnene;village;Плевен;Pleven;73674;24.508008;43.385533;ТЪРНЕНЕПЛЕВЕН
4864;LJ3005;незаети площадки;Пордим;Pordim;Пордим;град;Pordim;town;Плевен;Pleven;57772;24.847592;43.378146;ПОРДИМПОРДИМ
4865;LJ4025;незаети площадки;Летница;Letnitza;Летница;град;Letnitsa;town;Ловеч;Lovech;43476;25.052075;43.308972;ЛЕТНИЦАЛЕТНИЦА
4866;LJ4075;незаети площадки;Левски;Levski;Аспарухово;село;Asparuhovo;village;Плевен;Pleven;802;25.125065;43.394461;АСПАРУХОВОЛЕВСКИ
4867;LJ9005;незаети площадки;Полски Тръмбеш;Polski Trambesh;Полски Тръмбеш;град;Polski Trambesh;town;ВеликоТърново;VelikoTarnovo;57354;25.631915;43.367594;ПОЛСКИТРЪМБЕШПОЛСКИТРЪМБЕШ
4868;MJ2075;незаети площадки;Попово;Popovo;Ковачевец;село;Kovachevets;village;Търговище;Targovishte;37469;26.101411;43.363606;КОВАЧЕВЕЦПОПОВО
4869;MJ2085;незаети площадки;Попово;Popovo;Паламарца;село;Palamartsa;village;Търговище;Targovishte;55213;26.158499;43.387326;ПАЛАМАРЦАПОПОВО
4870;MJ3005;незаети площадки;Попово;Popovo;Паламарца;село;Palamartsa;village;Търговище;Targovishte;55213;26.158499;43.387326;ПАЛАМАРЦАПОПОВО
4871;MJ4035;незаети площадки;Попово;Popovo;Кардам;село;Kardam;village;Търговище;Targovishte;36470;26.286396;43.375516;КАРДАМПОПОВО
4872;NJ2005;незаети площадки;Нови пазар;Novi pazar;Сечище;село;Sechishte;village;Шумен;Shumen;66353;27.267612;43.407981;СЕЧИЩЕНОВИПАЗАР
4873;NJ2025;незаети площадки;Нови пазар;Novi pazar;Сечище;село;Sechishte;village;Шумен;Shumen;66353;27.267612;43.407981;СЕЧИЩЕНОВИПАЗАР
4874;NJ3025;незаети площадки;Вълчи дол;Valchi dol;Добротич;село;Dobrotich;village;Варна;Varna;21717;27.422347;43.394903;ДОБРОТИЧВЪЛЧИДОЛ
4875;NJ3055;незаети площадки;Вълчи дол;Valchi dol;Михалич;село;Mihalich;village;Варна;Varna;48524;27.459782;43.404707;МИХАЛИЧВЪЛЧИДОЛ
4876;NJ4045;незаети площадки;Вълчи дол;Valchi dol;Вълчи дол;град;Valchi dol;town;Варна;Varna;12574;27.547791;43.406211;ВЪЛЧИДОЛВЪЛЧИДОЛ
4877;NJ5005;незаети площадки;Вълчи дол;Valchi dol;Войводино;село;Voyvodino;village;Варна;Varna;11836;27.618976;43.405358;ВОЙВОДИНОВЪЛЧИДОЛ
4878;NJ5095;незаети площадки;Аксаково;Aksakovo;Радево;село;Radevo;village;Варна;Varna;61306;27.729466;43.409951;РАДЕВОАКСАКОВО
4879;NJ7035;незаети площадки;Добрич-селска;Dobrich-selska;Прилеп;село;Prilep;village;Добрич;Dobrich;58339;27.911534;43.400829;ПРИЛЕПДОБРИЧ-СЕЛСКА
4880;NJ7095;незаети площадки;Аксаково;Aksakovo;Генерал Кантарджиево;село;General Kantardzhievo;village;Варна;Varna;14653;27.987651;43.35779;ГЕНЕРАЛКАНТАРДЖИЕВОАКСАКОВО
4881;NJ9015;незаети площадки;Балчик;Balchik;Балчик;град;Balchik;town;Добрич;Dobrich;2508;28.166152;43.410166;БАЛЧИКБАЛЧИК
4882;PJ1045;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4883;KJ6096;незаети площадки;Червен бряг;Cherven bryag;Койнаре;град;Koynare;town;Плевен;Pleven;37863;24.143577;43.355699;КОЙНАРЕЧЕРВЕНБРЯГ
4884;KJ8096;незаети площадки;Долни Дъбник;Dolni Dabnik;Крушовица;село;Krushovitsa;village;Плевен;Pleven;40213;24.415002;43.349113;КРУШОВИЦАДОЛНИДЪБНИК
4885;LJ6056;незаети площадки;Павликени;Pavlikeni;Караисен;село;Karaisen;village;ВеликоТърново;VelikoTarnovo;36289;25.346032;43.379924;КАРАИСЕНПАВЛИКЕНИ
4886;LJ7036;незаети площадки;Павликени;Pavlikeni;Караисен;село;Karaisen;village;ВеликоТърново;VelikoTarnovo;36289;25.346032;43.379924;КАРАИСЕНПАВЛИКЕНИ
4887;LJ8066;незаети площадки;Полски Тръмбеш;Polski Trambesh;Полски Тръмбеш;град;Polski Trambesh;town;ВеликоТърново;VelikoTarnovo;57354;25.631915;43.367594;ПОЛСКИТРЪМБЕШПОЛСКИТРЪМБЕШ
4888;MJ3076;незаети площадки;Попово;Popovo;Гагово;село;Gagovo;village;Търговище;Targovishte;14307;26.195251;43.403946;ГАГОВОПОПОВО
4889;MJ4006;незаети площадки;Попово;Popovo;Зараево;село;Zaraevo;village;Търговище;Targovishte;30332;26.260807;43.438208;ЗАРАЕВОПОПОВО
4890;NJ0026;незаети площадки;Шумен;Shumen;Велино;село;Velino;village;Шумен;Shumen;10464;27.03178;43.419774;ВЕЛИНОШУМЕН
4891;NJ0056;незаети площадки;Каспичан;Kaspichan;Върбяне;село;Varbyane;village;Шумен;Shumen;12838;27.085309;43.398413;ВЪРБЯНЕКАСПИЧАН
4892;NJ2066;незаети площадки;Ветрино;Vetrino;Доброплодно;село;Dobroplodno;village;Варна;Varna;21645;27.36946;43.396943;ДОБРОПЛОДНОВЕТРИНО
4893;NJ6096;незаети площадки;Добрич-селска;Dobrich-selska;Дебрене;село;Debrene;village;Добрич;Dobrich;20359;27.865264;43.388268;ДЕБРЕНЕДОБРИЧ-СЕЛСКА
4894;PJ0006;незаети площадки;Каварна;Kavarna;Топола;село;Topola;village;Добрич;Dobrich;72693;28.265588;43.420348;ТОПОЛАКАВАРНА
4895;KJ6057;незаети площадки;Червен бряг;Cherven bryag;Койнаре;град;Koynare;town;Плевен;Pleven;37863;24.143577;43.355699;КОЙНАРЕЧЕРВЕНБРЯГ
4896;KJ8087;незаети площадки;Долни Дъбник;Dolni Dabnik;Долни Дъбник;град;Dolni Dabnik;town;Плевен;Pleven;22407;24.44024;43.408945;ДОЛНИДЪБНИКДОЛНИДЪБНИК
4897;LJ2037;незаети площадки;Пордим;Pordim;Пордим;град;Pordim;town;Плевен;Pleven;57772;24.847592;43.378146;ПОРДИМПОРДИМ
4898;LJ3097;незаети площадки;Левски;Levski;Обнова;село;Obnova;village;Плевен;Pleven;53089;24.988386;43.434614;ОБНОВАЛЕВСКИ
4899;LJ4047;незаети площадки;Левски;Levski;Малчика;село;Malchika;village;Плевен;Pleven;46841;25.108554;43.414833;МАЛЧИКАЛЕВСКИ
4900;LJ5067;незаети площадки;Свищов;Svishtov;Овча могила;село;Ovcha mogila;village;ВеликоТърново;VelikoTarnovo;53196;25.256809;43.435236;ОВЧАМОГИЛАСВИЩОВ
4901;MJ1037;незаети площадки;Бяла;Byala;Копривец;село;Koprivets;village;Русе;Ruse;38529;25.8793;43.409399;КОПРИВЕЦБЯЛА
4902;MJ1087;незаети площадки;Две могили;Dve mogili;Могилино;село;Mogilino;village;Русе;Ruse;30380;25.975908;43.445054;МОГИЛИНОДВЕМОГИЛИ
4903;MJ2007;незаети площадки;Попово;Popovo;Цар Асен;село;Tsar Asen;village;Търговище;Targovishte;78077;26.016531;43.421814;ЦАРАСЕНПОПОВО
4904;MJ4057;незаети площадки;Попово;Popovo;Ломци;село;Lomtsi;village;Търговище;Targovishte;44286;26.352772;43.428399;ЛОМЦИПОПОВО
4905;MJ5057;незаети площадки;Попово;Popovo;Тръстика;село;Trastika;village;Търговище;Targovishte;73376;26.413282;43.432054;ТРЪСТИКАПОПОВО
4906;NJ8027;незаети площадки;Балчик;Balchik;Църква;село;Tsarkva;village;Добрич;Dobrich;78639;28.0165;43.414721;ЦЪРКВАБАЛЧИК
4907;NJ9097;незаети площадки;Каварна;Kavarna;Топола;село;Topola;village;Добрич;Dobrich;72693;28.265588;43.420348;ТОПОЛАКАВАРНА
4908;PJ0037;незаети площадки;Каварна;Kavarna;Топола;село;Topola;village;Добрич;Dobrich;72693;28.265588;43.420348;ТОПОЛАКАВАРНА
4909;PJ0097;незаети площадки;Каварна;Kavarna;Каварна;град;Kavarna;town;Добрич;Dobrich;35064;28.339218;43.435977;КАВАРНАКАВАРНА
4910;PJ1037;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4911;PJ1077;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4912;PJ1087;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4913;KJ8048;незаети площадки;Долни Дъбник;Dolni Dabnik;Горни Дъбник;село;Gorni Dabnik;village;Плевен;Pleven;16537;24.352688;43.379848;ГОРНИДЪБНИКДОЛНИДЪБНИК
4914;LJ1008;незаети площадки;Плевен;Pleven;Плевен;град;Pleven;town;Плевен;Pleven;56722;24.616916;43.413188;ПЛЕВЕНПЛЕВЕН
4915;LJ8018;незаети площадки;Полски Тръмбеш;Polski Trambesh;Страхилово;село;Strahilovo;village;ВеликоТърново;VelikoTarnovo;69732;25.566803;43.407004;СТРАХИЛОВОПОЛСКИТРЪМБЕШ
4916;MJ0048;незаети площадки;Бяла;Byala;Бистренци;село;Bistrentsi;village;Русе;Ruse;4162;25.81243;43.421373;БИСТРЕНЦИБЯЛА
4917;MJ0088;незаети площадки;Бяла;Byala;Копривец;село;Koprivets;village;Русе;Ruse;38529;25.8793;43.409399;КОПРИВЕЦБЯЛА
4918;MJ1028;незаети площадки;Бяла;Byala;Копривец;село;Koprivets;village;Русе;Ruse;38529;25.8793;43.409399;КОПРИВЕЦБЯЛА
4919;MJ4008;незаети площадки;Попово;Popovo;Зараево;село;Zaraevo;village;Търговище;Targovishte;30332;26.260807;43.438208;ЗАРАЕВОПОПОВО
4920;MJ5018;незаети площадки;Попово;Popovo;Тръстика;село;Trastika;village;Търговище;Targovishte;73376;26.413282;43.432054;ТРЪСТИКАПОПОВО
4921;MJ9058;незаети площадки;Хитрино;Hitrino;Каменяк;село;Kamenyak;village;Шумен;Shumen;35969;26.96714;43.405319;КАМЕНЯКХИТРИНО
4922;NJ1008;незаети площадки;Нови пазар;Novi pazar;Войвода;село;Voyvoda;village;Шумен;Shumen;11819;27.12534;43.459553;ВОЙВОДАНОВИПАЗАР
4923;NJ1018;незаети площадки;Нови пазар;Novi pazar;Войвода;село;Voyvoda;village;Шумен;Shumen;11819;27.12534;43.459553;ВОЙВОДАНОВИПАЗАР
4924;NJ3078;незаети площадки;Вълчи дол;Valchi dol;Михалич;село;Mihalich;village;Варна;Varna;48524;27.459782;43.404707;МИХАЛИЧВЪЛЧИДОЛ
4925;NJ4058;незаети площадки;Вълчи дол;Valchi dol;Вълчи дол;град;Valchi dol;town;Варна;Varna;12574;27.547791;43.406211;ВЪЛЧИДОЛВЪЛЧИДОЛ
4926;NJ5088;незаети площадки;Аксаково;Aksakovo;Радево;село;Radevo;village;Варна;Varna;61306;27.729466;43.409951;РАДЕВОАКСАКОВО
4927;NJ6058;незаети площадки;Добрич-селска;Dobrich-selska;Стожер;село;Stozher;village;Добрич;Dobrich;69300;27.823503;43.434161;СТОЖЕРДОБРИЧ-СЕЛСКА
4928;NJ8068;незаети площадки;Балчик;Balchik;Оброчище;село;Obrochishte;village;Добрич;Dobrich;53120;28.04553;43.403061;ОБРОЧИЩЕБАЛЧИК
4929;NJ9068;незаети площадки;Балчик;Balchik;Балчик;град;Balchik;town;Добрич;Dobrich;2508;28.166152;43.410166;БАЛЧИКБАЛЧИК
4930;NJ9088;незаети площадки;Балчик;Balchik;Балчик;град;Balchik;town;Добрич;Dobrich;2508;28.166152;43.410166;БАЛЧИКБАЛЧИК
4931;PJ0008;незаети площадки;Каварна;Kavarna;Топола;село;Topola;village;Добрич;Dobrich;72693;28.265588;43.420348;ТОПОЛАКАВАРНА
4932;PJ1058;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4933;PJ2018;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4934;KJ7049;незаети площадки;Червен бряг;Cherven bryag;Глава;село;Glava;village;Плевен;Pleven;14934;24.19796;43.398532;ГЛАВАЧЕРВЕНБРЯГ
4935;KJ9079;незаети площадки;Плевен;Pleven;Ясен;село;Yasen;village;Плевен;Pleven;87597;24.522812;43.430696;ЯСЕНПЛЕВЕН
4936;LJ0039;незаети площадки;Плевен;Pleven;Плевен;град;Pleven;town;Плевен;Pleven;56722;24.616916;43.413188;ПЛЕВЕНПЛЕВЕН
4937;LJ1049;незаети площадки;Плевен;Pleven;Гривица;село;Grivitsa;village;Плевен;Pleven;17854;24.705414;43.413207;ГРИВИЦАПЛЕВЕН
4938;LJ2039;незаети площадки;Пордим;Pordim;Пордим;град;Pordim;town;Плевен;Pleven;57772;24.847592;43.378146;ПОРДИМПОРДИМ
4939;LJ2099;незаети площадки;Пордим;Pordim;Пордим;град;Pordim;town;Плевен;Pleven;57772;24.847592;43.378146;ПОРДИМПОРДИМ
4940;LJ3089;незаети площадки;Левски;Levski;Обнова;село;Obnova;village;Плевен;Pleven;53089;24.988386;43.434614;ОБНОВАЛЕВСКИ
4941;LJ9089;незаети площадки;Бяла;Byala;Бяла;град;Byala;town;Русе;Ruse;7603;25.738468;43.460242;БЯЛАБЯЛА
4942;MJ3079;незаети площадки;Попово;Popovo;Гагово;село;Gagovo;village;Търговище;Targovishte;14307;26.195251;43.403946;ГАГОВОПОПОВО
4943;MJ5009;незаети площадки;Попово;Popovo;Ломци;село;Lomtsi;village;Търговище;Targovishte;44286;26.352772;43.428399;ЛОМЦИПОПОВО
4944;MJ6019;незаети площадки;Лозница;Loznitza;Манастирско;село;Manastirsko;village;Разград;Razgrad;47038;26.54742;43.421639;МАНАСТИРСКОЛОЗНИЦА
4945;MJ7089;незаети площадки;Лозница;Loznitza;Бели Лом;село;Beli Lom;village;Разград;Razgrad;24092;26.719116;43.430928;БЕЛИЛОМЛОЗНИЦА
4946;NJ4039;незаети площадки;Вълчи дол;Valchi dol;Брестак;село;Brestak;village;Варна;Varna;6416;27.539477;43.459185;БРЕСТАКВЪЛЧИДОЛ
4947;NJ6009;незаети площадки;Аксаково;Aksakovo;Ботево;село;Botevo;village;Варна;Varna;5829;27.717871;43.430222;БОТЕВОАКСАКОВО
4948;NJ7079;незаети площадки;Добрич-селска;Dobrich-selska;Батово;село;Batovo;village;Добрич;Dobrich;2871;27.959568;43.415389;БАТОВОДОБРИЧ-СЕЛСКА
4949;NJ8029;незаети площадки;Балчик;Balchik;Ляхово;село;Lyahovo;village;Добрич;Dobrich;44882;28.042177;43.426989;ЛЯХОВОБАЛЧИК
4950;NJ9089;незаети площадки;Балчик;Balchik;Балчик;град;Balchik;town;Добрич;Dobrich;2508;28.166152;43.410166;БАЛЧИКБАЛЧИК
4951;PJ2009;незаети площадки;Каварна;Kavarna;Българево;село;Balgarevo;village;Добрич;Dobrich;7257;28.413007;43.402632;БЪЛГАРЕВОКАВАРНА
4952;PJ2019;незаети площадки;Каварна;Kavarna;Свети Никола;село;Sveti Nikola;village;Добрич;Dobrich;65543;28.492711;43.435027;СВЕТИНИКОЛАКАВАРНА
4953;KJ5180;незаети площадки;Бяла Слатина;Byala Slatina;Търнак;село;Tarnak;village;Враца;Vratza;73660;24.021942;43.447278;ТЪРНАКБЯЛАСЛАТИНА
4954;KJ8110;незаети площадки;Искър;Iskar;Писарово;село;Pisarovo;village;Плевен;Pleven;56493;24.275907;43.420992;ПИСАРОВОИСКЪР
4955;LJ2170;незаети площадки;Пордим;Pordim;Пордим;град;Pordim;town;Плевен;Pleven;57772;24.847592;43.378146;ПОРДИМПОРДИМ
4956;LJ3180;незаети площадки;Левски;Levski;Обнова;село;Obnova;village;Плевен;Pleven;53089;24.988386;43.434614;ОБНОВАЛЕВСКИ
4957;MJ6100;незаети площадки;Разград;Razgrad;Разград;град;Razgrad;town;Разград;Razgrad;61710;26.528818;43.540895;РАЗГРАДРАЗГРАД
4958;MJ8170;незаети площадки;Хитрино;Hitrino;Добри Войниково;село;Dobri Voynikovo;village;Шумен;Shumen;21405;26.859704;43.43935;ДОБРИВОЙНИКОВОХИТРИНО
4959;NJ6140;незаети площадки;Добрич-селска;Dobrich-selska;Стожер;село;Stozher;village;Добрич;Dobrich;69300;27.823503;43.434161;СТОЖЕРДОБРИЧ-СЕЛСКА
4960;NJ6180;незаети площадки;Добрич-селска;Dobrich-selska;Стожер;село;Stozher;village;Добрич;Dobrich;69300;27.823503;43.434161;СТОЖЕРДОБРИЧ-СЕЛСКА
4961;NJ8110;незаети площадки;Балчик;Balchik;Храброво;село;Hrabrovo;village;Добрич;Dobrich;77390;28.010149;43.445029;ХРАБРОВОБАЛЧИК
4962;PJ2110;незаети площадки;Каварна;Kavarna;Свети Никола;село;Sveti Nikola;village;Добрич;Dobrich;65543;28.492711;43.435027;СВЕТИНИКОЛАКАВАРНА
4963;KJ8171;незаети площадки;Долни Дъбник;Dolni Dabnik;Долни Дъбник;град;Dolni Dabnik;town;Плевен;Pleven;22407;24.44024;43.408945;ДОЛНИДЪБНИКДОЛНИДЪБНИК
4964;LJ1181;незаети площадки;Плевен;Pleven;Коиловци;село;Koilovtsi;village;Плевен;Pleven;37856;24.765289;43.484818;КОИЛОВЦИПЛЕВЕН
4965;LJ3171;незаети площадки;Левски;Levski;Обнова;село;Obnova;village;Плевен;Pleven;53089;24.988386;43.434614;ОБНОВАЛЕВСКИ
4966;LJ4161;незаети площадки;Левски;Levski;Българене;село;Balgarene;village;Плевен;Pleven;7274;25.075828;43.439964;БЪЛГАРЕНЕЛЕВСКИ
4967;LJ6141;незаети площадки;Свищов;Svishtov;Овча могила;село;Ovcha mogila;village;ВеликоТърново;VelikoTarnovo;53196;25.256809;43.435236;ОВЧАМОГИЛАСВИЩОВ
4968;MJ1111;незаети площадки;Две могили;Dve mogili;Баниска;село;Baniska;village;Русе;Ruse;2587;25.903232;43.457778;БАНИСКАДВЕМОГИЛИ
4969;MJ1181;незаети площадки;Две могили;Dve mogili;Помен;село;Pomen;village;Русе;Ruse;57488;25.98107;43.46605;ПОМЕНДВЕМОГИЛИ
4970;MJ9111;незаети площадки;Хитрино;Hitrino;Черна;село;Cherna;village;Шумен;Shumen;80772;26.887723;43.462825;ЧЕРНАХИТРИНО
4971;NJ3121;незаети площадки;Вълчи дол;Valchi dol;Стефан Караджа;село;Stefan Karadzha;village;Варна;Varna;69170;27.411028;43.496462;СТЕФАНКАРАДЖАВЪЛЧИДОЛ
4972;NJ3131;незаети площадки;Вълчи дол;Valchi dol;Стефан Караджа;село;Stefan Karadzha;village;Варна;Varna;69170;27.411028;43.496462;СТЕФАНКАРАДЖАВЪЛЧИДОЛ
4973;NJ3161;незаети площадки;Вълчи дол;Valchi dol;Караманите;село;Karamanite;village;Варна;Varna;36302;27.478356;43.486257;КАРАМАНИТЕВЪЛЧИДОЛ
4974;NJ4131;незаети площадки;Вълчи дол;Valchi dol;Брестак;село;Brestak;village;Варна;Varna;6416;27.539477;43.459185;БРЕСТАКВЪЛЧИДОЛ
4975;NJ5181;незаети площадки;Аксаково;Aksakovo;Ботево;село;Botevo;village;Варна;Varna;5829;27.717871;43.430222;БОТЕВОАКСАКОВО
