OBJECTID;UTMNameFul;Status;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
1;FL7766;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village;Благоевград;Blagoevgrad;37989;23.104509;41.363926;КОЛАРОВОПЕТРИЧ
2;FL8726;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
3;FL6777;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village;Благоевград;Blagoevgrad;37349;23.021417;41.362152;КЛЮЧПЕТРИЧ
4;FL7797;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
5;FL6748;незаети площадки;Петрич;Petrich;Габрене;село;Gabrene;village;Благоевград;Blagoevgrad;14091;22.973653;41.367462;ГАБРЕНЕПЕТРИЧ
6;FL7748;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village;Благоевград;Blagoevgrad;37989;23.104509;41.363926;КОЛАРОВОПЕТРИЧ
7;FL8708;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
8;FL8748;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town;Благоевград;Blagoevgrad;56126;23.206857;41.398129;ПЕТРИЧПЕТРИЧ
9;FL6769;незаети площадки;Петрич;Petrich;Габрене;село;Gabrene;village;Благоевград;Blagoevgrad;14091;22.973653;41.367462;ГАБРЕНЕПЕТРИЧ
10;FL6799;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village;Благоевград;Blagoevgrad;37349;23.021417;41.362152;КЛЮЧПЕТРИЧ
11;FL7739;незаети площадки;Петрич;Petrich;Самуилово;село;Samuilovo;village;Благоевград;Blagoevgrad;65293;23.091204;41.371485;САМУИЛОВОПЕТРИЧ
12;FL7799;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
13;FL8729;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
14;FL7850;незаети площадки;Петрич;Petrich;Коларово;село;Kolarovo;village;Благоевград;Blagoevgrad;37989;23.104509;41.363926;КОЛАРОВОПЕТРИЧ
15;FL7801;незаети площадки;Петрич;Petrich;Ключ;село;Klyuch;village;Благоевград;Blagoevgrad;37349;23.021417;41.362152;КЛЮЧПЕТРИЧ
16;FL7811;незаети площадки;Петрич;Petrich;Камена;село;Kamena;village;Благоевград;Blagoevgrad;35688;23.070218;41.364361;КАМЕНАПЕТРИЧ
17;FL8801;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
18;FL8803;незаети площадки;Петрич;Petrich;Беласица;село;Belasitsa;village;Благоевград;Blagoevgrad;3294;23.131587;41.36784;БЕЛАСИЦАПЕТРИЧ
19;FL6884;незаети площадки;Петрич;Petrich;Боровичене;село;Borovichene;village;Благоевград;Blagoevgrad;5596;23.010262;41.419608;БОРОВИЧЕНЕПЕТРИЧ
20;FL7814;незаети площадки;Петрич;Petrich;Кладенци;село;Kladentsi;village;Благоевград;Blagoevgrad;37143;23.041449;41.424327;КЛАДЕНЦИПЕТРИЧ
21;FL7835;незаети площадки;Петрич;Petrich;Самуилово;село;Samuilovo;village;Благоевград;Blagoevgrad;65293;23.091204;41.371485;САМУИЛОВОПЕТРИЧ
22;FL8815;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town;Благоевград;Blagoevgrad;56126;23.206857;41.398129;ПЕТРИЧПЕТРИЧ
23;FL9895;незаети площадки;Петрич;Petrich;Кулата;село;Kulata;village;Благоевград;Blagoevgrad;40539;23.363394;41.38882;КУЛАТАПЕТРИЧ
24;GL1875;незаети площадки;Сандански;Sandanski;Голешово;село;Goleshovo;village;Благоевград;Blagoevgrad;15583;23.591208;41.433534;ГОЛЕШОВОСАНДАНСКИ
25;FL6866;незаети площадки;Петрич;Petrich;Гега;село;Gega;village;Благоевград;Blagoevgrad;14581;23.004946;41.452151;ГЕГАПЕТРИЧ
26;FL8846;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town;Благоевград;Blagoevgrad;56126;23.206857;41.398129;ПЕТРИЧПЕТРИЧ
27;FL9806;незаети площадки;Петрич;Petrich;Петрич;град;Petrich;town;Благоевград;Blagoevgrad;56126;23.206857;41.398129;ПЕТРИЧПЕТРИЧ
28;GL1816;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village;Благоевград;Blagoevgrad;87446;23.485539;41.43811;ЯНОВОСАНДАНСКИ
29;GL1836;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village;Благоевград;Blagoevgrad;56174;23.502024;41.437534;ПЕТРОВОСАНДАНСКИ
30;FL6847;незаети площадки;Петрич;Petrich;Долна Крушица;село;Dolna Krushitsa;village;Благоевград;Blagoevgrad;22143;22.984167;41.426075;ДОЛНАКРУШИЦАПЕТРИЧ
31;GL0857;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village;Благоевград;Blagoevgrad;87446;23.485539;41.43811;ЯНОВОСАНДАНСКИ
32;GL2847;незаети площадки;Хаджидимово;Hadjidimovo;Нова Ловча;село;Nova Lovcha;village;Благоевград;Blagoevgrad;51860;23.720424;41.421683;НОВАЛОВЧАХАДЖИДИМОВО
33;GL2877;незаети площадки;Хаджидимово;Hadjidimovo;Нова Ловча;село;Nova Lovcha;village;Благоевград;Blagoevgrad;51860;23.720424;41.421683;НОВАЛОВЧАХАДЖИДИМОВО
34;GL3817;незаети площадки;Хаджидимово;Hadjidimovo;Гайтаниново;село;Gaytaninovo;village;Благоевград;Blagoevgrad;14341;23.713883;41.451683;ГАЙТАНИНОВОХАДЖИДИМОВО
35;FL6848;незаети площадки;Петрич;Petrich;Долна Крушица;село;Dolna Krushitsa;village;Благоевград;Blagoevgrad;22143;22.984167;41.426075;ДОЛНАКРУШИЦАПЕТРИЧ
36;FL6888;незаети площадки;Петрич;Petrich;Боровичене;село;Borovichene;village;Благоевград;Blagoevgrad;5596;23.010262;41.419608;БОРОВИЧЕНЕПЕТРИЧ
37;FL8838;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village;Благоевград;Blagoevgrad;48578;23.195946;41.453379;МИХНЕВОПЕТРИЧ
38;FL9818;незаети площадки;Петрич;Petrich;Марикостиново;село;Marikostenovo;village;Благоевград;Blagoevgrad;47189;23.333641;41.430443;МАРИКОСТИНОВОПЕТРИЧ
39;GL0878;незаети площадки;Сандански;Sandanski;Яново;село;Yanovo;village;Благоевград;Blagoevgrad;87446;23.485539;41.43811;ЯНОВОСАНДАНСКИ
40;GL1838;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village;Благоевград;Blagoevgrad;56174;23.502024;41.437534;ПЕТРОВОСАНДАНСКИ
41;GL1848;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village;Благоевград;Blagoevgrad;56174;23.502024;41.437534;ПЕТРОВОСАНДАНСКИ
42;GL2808;незаети площадки;Сандански;Sandanski;Голешово;село;Goleshovo;village;Благоевград;Blagoevgrad;15583;23.591208;41.433534;ГОЛЕШОВОСАНДАНСКИ
43;GL3818;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village;Благоевград;Blagoevgrad;32648;23.801979;41.463085;ИЛИНДЕНХАДЖИДИМОВО
44;GL3828;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village;Благоевград;Blagoevgrad;32648;23.801979;41.463085;ИЛИНДЕНХАДЖИДИМОВО
45;FL9809;незаети площадки;Петрич;Petrich;Митино;село;Mitino;village;Благоевград;Blagoevgrad;48458;23.252691;41.429869;МИТИНОПЕТРИЧ
46;GL0819;незаети площадки;Сандански;Sandanski;Враня;село;Vranya;village;Благоевград;Blagoevgrad;12200;23.401827;41.449147;ВРАНЯСАНДАНСКИ
47;GL2829;незаети площадки;Хаджидимово;Hadjidimovo;Парил;село;Paril;village;Благоевград;Blagoevgrad;55467;23.682634;41.434435;ПАРИЛХАДЖИДИМОВО
48;GL3809;незаети площадки;Хаджидимово;Hadjidimovo;Гайтаниново;село;Gaytaninovo;village;Благоевград;Blagoevgrad;14341;23.713883;41.451683;ГАЙТАНИНОВОХАДЖИДИМОВО
49;FL7960;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village;Благоевград;Blagoevgrad;22246;23.096745;41.447831;ДОЛНАРИБНИЦАПЕТРИЧ
50;FL8970;незаети площадки;Петрич;Petrich;Рупите;село;Rupite;village;Благоевград;Blagoevgrad;49312;23.241719;41.441859;РУПИТЕПЕТРИЧ
51;FL7901;незаети площадки;Петрич;Petrich;Зойчене;село;Zoychene;village;Благоевград;Blagoevgrad;31317;23.018015;41.456837;ЗОЙЧЕНЕПЕТРИЧ
52;FL9911;незаети площадки;Петрич;Petrich;Генерал Тодоров;село;General Todorov;village;Благоевград;Blagoevgrad;58390;23.28692;41.454993;ГЕНЕРАЛТОДОРОВПЕТРИЧ
53;FL9931;незаети площадки;Петрич;Petrich;Марикостиново;село;Marikostenovo;village;Благоевград;Blagoevgrad;47189;23.333641;41.430443;МАРИКОСТИНОВОПЕТРИЧ
54;FL6992;незаети площадки;Петрич;Petrich;Зойчене;село;Zoychene;village;Благоевград;Blagoevgrad;31317;23.018015;41.456837;ЗОЙЧЕНЕПЕТРИЧ
55;FL6973;незаети площадки;Петрич;Petrich;Баскалци;село;Baskaltsi;village;Благоевград;Blagoevgrad;2806;23.005798;41.474311;БАСКАЛЦИПЕТРИЧ
56;FL8913;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village;Благоевград;Blagoevgrad;48578;23.195946;41.453379;МИХНЕВОПЕТРИЧ
57;FL8933;незаети площадки;Петрич;Petrich;Михнево;село;Mihnevo;village;Благоевград;Blagoevgrad;48578;23.195946;41.453379;МИХНЕВОПЕТРИЧ
58;FL8983;незаети площадки;Петрич;Petrich;Старчево;село;Starchevo;village;Благоевград;Blagoevgrad;69119;23.236024;41.471974;СТАРЧЕВОПЕТРИЧ
59;FL9973;незаети площадки;Сандански;Sandanski;Зорница;село;Zornitsa;village;Благоевград;Blagoevgrad;20910;23.365846;41.488665;ЗОРНИЦАСАНДАНСКИ
60;GL0903;незаети площадки;Сандански;Sandanski;Враня;село;Vranya;village;Благоевград;Blagoevgrad;12200;23.401827;41.449147;ВРАНЯСАНДАНСКИ
61;GL0983;незаети площадки;Сандански;Sandanski;Петрово;село;Petrovo;village;Благоевград;Blagoevgrad;56174;23.502024;41.437534;ПЕТРОВОСАНДАНСКИ
62;GL1933;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village;Благоевград;Blagoevgrad;3784;23.551922;41.480887;БЕЛЬОВОСАНДАНСКИ
63;GL1943;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village;Благоевград;Blagoevgrad;3784;23.551922;41.480887;БЕЛЬОВОСАНДАНСКИ
64;GL1973;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village;Благоевград;Blagoevgrad;3784;23.551922;41.480887;БЕЛЬОВОСАНДАНСКИ
65;GL3913;незаети площадки;Хаджидимово;Hadjidimovo;Лъки;село;Laki;village;Благоевград;Blagoevgrad;44464;23.720263;41.467637;ЛЪКИХАДЖИДИМОВО
66;GL3923;незаети площадки;Хаджидимово;Hadjidimovo;Илинден;село;Ilinden;village;Благоевград;Blagoevgrad;32648;23.801979;41.463085;ИЛИНДЕНХАДЖИДИМОВО
67;GL3973;незаети площадки;Хаджидимово;Hadjidimovo;Петрелик;село;Petrelik;village;Благоевград;Blagoevgrad;56109;23.863823;41.4861;ПЕТРЕЛИКХАДЖИДИМОВО
68;GL4963;незаети площадки;Хаджидимово;Hadjidimovo;Беслен;село;Beslen;village;Благоевград;Blagoevgrad;3976;23.964825;41.47282;БЕСЛЕНХАДЖИДИМОВО
69;FL7954;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village;Благоевград;Blagoevgrad;22246;23.096745;41.447831;ДОЛНАРИБНИЦАПЕТРИЧ
70;FL9994;незаети площадки;Сандански;Sandanski;Хърсово;село;Harsovo;village;Благоевград;Blagoevgrad;77565;23.383175;41.460053;ХЪРСОВОСАНДАНСКИ
71;GL2974;незаети площадки;Хаджидимово;Hadjidimovo;Лъки;село;Laki;village;Благоевград;Blagoevgrad;44464;23.720263;41.467637;ЛЪКИХАДЖИДИМОВО
72;GL4904;незаети площадки;Хаджидимово;Hadjidimovo;Петрелик;село;Petrelik;village;Благоевград;Blagoevgrad;56109;23.863823;41.4861;ПЕТРЕЛИКХАДЖИДИМОВО
73;FL6945;незаети площадки;Петрич;Petrich;Кукурахцево;село;Kukurahtsevo;village;Благоевград;Blagoevgrad;40508;22.994736;41.470302;КУКУРАХЦЕВОПЕТРИЧ
74;FL7965;незаети площадки;Петрич;Petrich;Чуричени;село;Churicheni;village;Благоевград;Blagoevgrad;81791;23.125899;41.455174;ЧУРИЧЕНИПЕТРИЧ
75;FL8975;незаети площадки;Петрич;Petrich;Рибник;село;Ribnik;village;Благоевград;Blagoevgrad;62623;23.254946;41.489369;РИБНИКПЕТРИЧ
76;GL2935;незаети площадки;Хаджидимово;Hadjidimovo;Тешово;село;Teshovo;village;Благоевград;Blagoevgrad;72374;23.697898;41.467132;ТЕШОВОХАДЖИДИМОВО
77;GL3915;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village;Благоевград;Blagoevgrad;38532;23.794888;41.520416;КОПРИВЛЕНХАДЖИДИМОВО
78;FL7956;незаети площадки;Петрич;Petrich;Долна Рибница;село;Dolna Ribnitsa;village;Благоевград;Blagoevgrad;22246;23.096745;41.447831;ДОЛНАРИБНИЦАПЕТРИЧ
79;GL0956;незаети площадки;Сандански;Sandanski;Черешница;село;Chereshnitsa;village;Благоевград;Blagoevgrad;80618;23.457312;41.494618;ЧЕРЕШНИЦАСАНДАНСКИ
80;GL1926;незаети площадки;Сандански;Sandanski;Бельово;село;Belyovo;village;Благоевград;Blagoevgrad;3784;23.551922;41.480887;БЕЛЬОВОСАНДАНСКИ
81;GL2976;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village;Благоевград;Blagoevgrad;38532;23.794888;41.520416;КОПРИВЛЕНХАДЖИДИМОВО
82;GL2996;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village;Благоевград;Blagoevgrad;38532;23.794888;41.520416;КОПРИВЛЕНХАДЖИДИМОВО
83;GL3916;незаети площадки;Хаджидимово;Hadjidimovo;Копривлен;село;Koprivlen;village;Благоевград;Blagoevgrad;38532;23.794888;41.520416;КОПРИВЛЕНХАДЖИДИМОВО
84;GL4966;незаети площадки;Хаджидимово;Hadjidimovo;Теплен;село;Teplen;village;Благоевград;Blagoevgrad;72268;23.937003;41.485088;ТЕПЛЕНХАДЖИДИМОВО
85;FL6987;незаети площадки;Петрич;Petrich;Баскалци;село;Baskaltsi;village;Благоевград;Blagoevgrad;2806;23.005798;41.474311;БАСКАЛЦИПЕТРИЧ
86;FL9947;незаети площадки;Сандански;Sandanski;Спатово;село;Spatovo;village;Благоевград;Blagoevgrad;68223;23.32482;41.50786;СПАТОВОСАНДАНСКИ
87;GL2917;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
88;GL0978;незаети площадки;Сандански;Sandanski;Горно Спанчево;село;Gorno Spanchevo;village;Благоевград;Blagoevgrad;16969;23.501216;41.502456;ГОРНОСПАНЧЕВОСАНДАНСКИ
89;GL4928;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village;Благоевград;Blagoevgrad;14;23.935781;41.536352;АБЛАНИЦАХАДЖИДИМОВО
90;GL4988;незаети площадки;Сатовча;Satovcha;Вълкосел;село;Valkosel;village;Благоевград;Blagoevgrad;12499;23.989351;41.528958;ВЪЛКОСЕЛСАТОВЧА
91;GL0909;незаети площадки;Сандански;Sandanski;Мелник;град;Melnik;town;Благоевград;Blagoevgrad;47754;23.391049;41.522792;МЕЛНИКСАНДАНСКИ
92;GL1999;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
93;FM7080;незаети площадки;Струмяни;Strumyani;Игралище;село;Igralishte;village;Благоевград;Blagoevgrad;32322;23.125942;41.567351;ИГРАЛИЩЕСТРУМЯНИ
94;FM8060;незаети площадки;Сандански;Sandanski;Сандански;град;Sandanski;town;Благоевград;Blagoevgrad;65334;23.282287;41.568098;САНДАНСКИСАНДАНСКИ
95;GM0000;незаети площадки;Сандански;Sandanski;Мелник;град;Melnik;town;Благоевград;Blagoevgrad;47754;23.391049;41.522792;МЕЛНИКСАНДАНСКИ
96;GM2000;незаети площадки;Гоце Делчев;Gotze Delchev;Делчево;село;Delchevo;village;Благоевград;Blagoevgrad;20585;23.697062;41.556788;ДЕЛЧЕВОГОЦЕДЕЛЧЕВ
97;GM3080;незаети площадки;Хаджидимово;Hadjidimovo;Хаджидимово;град;Hadzhidimovo;town;Благоевград;Blagoevgrad;77058;23.852604;41.515506;ХАДЖИДИМОВОХАДЖИДИМОВО
98;GM3090;незаети площадки;Хаджидимово;Hadjidimovo;Блатска;село;Blatska;village;Благоевград;Blagoevgrad;4399;23.865136;41.533751;БЛАТСКАХАДЖИДИМОВО
99;FM6081;незаети площадки;Струмяни;Strumyani;Никудин;село;Nikudin;village;Благоевград;Blagoevgrad;51737;23.042554;41.566045;НИКУДИНСТРУМЯНИ
100;FM8071;незаети площадки;Сандански;Sandanski;Сандански;град;Sandanski;town;Благоевград;Blagoevgrad;65334;23.282287;41.568098;САНДАНСКИСАНДАНСКИ
101;GM4011;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village;Благоевград;Blagoevgrad;14;23.935781;41.536352;АБЛАНИЦАХАДЖИДИМОВО
102;FM9042;незаети площадки;Сандански;Sandanski;Ласкарево;село;Laskarevo;village;Благоевград;Blagoevgrad;43150;23.333569;41.541975;ЛАСКАРЕВОСАНДАНСКИ
103;GM4042;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village;Благоевград;Blagoevgrad;14;23.935781;41.536352;АБЛАНИЦАХАДЖИДИМОВО
104;FM6064;незаети площадки;Струмяни;Strumyani;Добри лаки;село;Dobri laki;village;Благоевград;Blagoevgrad;21467;22.996613;41.580594;ДОБРИЛАКИСТРУМЯНИ
105;FM7024;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village;Благоевград;Blagoevgrad;47473;23.095094;41.578911;МАХАЛАТАСТРУМЯНИ
106;FM7034;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village;Благоевград;Blagoevgrad;47473;23.095094;41.578911;МАХАЛАТАСТРУМЯНИ
107;FM7094;незаети площадки;Струмяни;Strumyani;Махалата;село;Mahalata;village;Благоевград;Blagoevgrad;47473;23.095094;41.578911;МАХАЛАТАСТРУМЯНИ
108;GM0014;незаети площадки;Сандански;Sandanski;Долени;село;Doleni;village;Благоевград;Blagoevgrad;21909;23.414419;41.572114;ДОЛЕНИСАНДАНСКИ
109;GM0044;незаети площадки;Сандански;Sandanski;Кашина;село;Kashina;village;Благоевград;Blagoevgrad;36734;23.468508;41.546791;КАШИНАСАНДАНСКИ
110;GM4064;незаети площадки;Сатовча;Satovcha;Боголин;село;Bogolin;village;Благоевград;Blagoevgrad;4707;23.957045;41.540216;БОГОЛИНСАТОВЧА
111;GM4084;незаети площадки;Сатовча;Satovcha;Вълкосел;село;Valkosel;village;Благоевград;Blagoevgrad;12499;23.989351;41.528958;ВЪЛКОСЕЛСАТОВЧА
112;FM9075;незаети площадки;Сандански;Sandanski;Любовка;село;Lyubovka;village;Благоевград;Blagoevgrad;44639;23.363605;41.578275;ЛЮБОВКАСАНДАНСКИ
113;FM9095;незаети площадки;Сандански;Sandanski;Горна Сушица;село;Gorna Sushitsa;village;Благоевград;Blagoevgrad;16403;23.388926;41.556535;ГОРНАСУШИЦАСАНДАНСКИ
114;GM2005;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village;Благоевград;Blagoevgrad;21680;23.671248;41.585703;ДОБРОТИНОГОЦЕДЕЛЧЕВ
115;GM4005;незаети площадки;Хаджидимово;Hadjidimovo;Абланица;село;Ablanitsa;village;Благоевград;Blagoevgrad;14;23.935781;41.536352;АБЛАНИЦАХАДЖИДИМОВО
116;FM6076;незаети площадки;Струмяни;Strumyani;Добри лаки;село;Dobri laki;village;Благоевград;Blagoevgrad;21467;22.996613;41.580594;ДОБРИЛАКИСТРУМЯНИ
117;FM9036;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village;Благоевград;Blagoevgrad;15549;23.336488;41.608729;ГОЛЕМЦАЛИМСАНДАНСКИ
118;GM0036;незаети площадки;Сандански;Sandanski;Долени;село;Doleni;village;Благоевград;Blagoevgrad;21909;23.414419;41.572114;ДОЛЕНИСАНДАНСКИ
119;GM1026;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
120;FM7027;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village;Благоевград;Blagoevgrad;78046;23.099193;41.627368;ЦАПАРЕВОСТРУМЯНИ
121;FM8027;незаети площадки;Струмяни;Strumyani;Микрево;село;Mikrevo;village;Благоевград;Blagoevgrad;49686;23.19757;41.624547;МИКРЕВОСТРУМЯНИ
122;GM0047;незаети площадки;Сандански;Sandanski;Сугарево;село;Sugarevo;village;Благоевград;Blagoevgrad;70189;23.427305;41.561294;СУГАРЕВОСАНДАНСКИ
123;GM1067;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
124;GM1077;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
125;GM2027;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village;Благоевград;Blagoevgrad;21680;23.671248;41.585703;ДОБРОТИНОГОЦЕДЕЛЧЕВ
126;GM3087;незаети площадки;Гърмен;Garmen;Дъбница;село;Dabnitsa;village;Благоевград;Blagoevgrad;24267;23.83145;41.566415;ДЪБНИЦАГЪРМЕН
127;FM6088;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village;Благоевград;Blagoevgrad;78046;23.099193;41.627368;ЦАПАРЕВОСТРУМЯНИ
128;FM8008;незаети площадки;Струмяни;Strumyani;Микрево;село;Mikrevo;village;Благоевград;Blagoevgrad;49686;23.19757;41.624547;МИКРЕВОСТРУМЯНИ
129;FM9068;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village;Благоевград;Blagoevgrad;15549;23.336488;41.608729;ГОЛЕМЦАЛИМСАНДАНСКИ
130;GM1088;незаети площадки;Гоце Делчев;Gotze Delchev;Лъжница;село;Lazhnitsa;village;Благоевград;Blagoevgrad;44416;23.677027;41.619106;ЛЪЖНИЦАГОЦЕДЕЛЧЕВ
131;GM2008;незаети площадки;Гоце Делчев;Gotze Delchev;Добротино;село;Dobrotino;village;Благоевград;Blagoevgrad;21680;23.671248;41.585703;ДОБРОТИНОГОЦЕДЕЛЧЕВ
132;GM3048;незаети площадки;Гърмен;Garmen;Гърмен;село;Garmen;village;Благоевград;Blagoevgrad;18366;23.80321;41.598155;ГЪРМЕНГЪРМЕН
133;FM6059;незаети площадки;Струмяни;Strumyani;Раздол;село;Razdol;village;Благоевград;Blagoevgrad;61772;23.00875;41.616231;РАЗДОЛСТРУМЯНИ
134;FM8079;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village;Благоевград;Blagoevgrad;56839;23.26687;41.645045;ПЛОСКИСАНДАНСКИ
135;GM1039;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
136;GM2069;незаети площадки;Гоце Делчев;Gotze Delchev;Баничан;село;Banichan;village;Благоевград;Blagoevgrad;2600;23.72723;41.616776;БАНИЧАНГОЦЕДЕЛЧЕВ
137;GM3049;незаети площадки;Гърмен;Garmen;Марчево;село;Marchevo;village;Благоевград;Blagoevgrad;47408;23.796019;41.608667;МАРЧЕВОГЪРМЕН
138;FM6130;незаети площадки;Струмяни;Strumyani;Клепало;село;Klepalo;village;Благоевград;Blagoevgrad;37191;22.973601;41.621959;КЛЕПАЛОСТРУМЯНИ
139;FM6160;незаети площадки;Струмяни;Strumyani;Раздол;село;Razdol;village;Благоевград;Blagoevgrad;61772;23.00875;41.616231;РАЗДОЛСТРУМЯНИ
140;FM6190;незаети площадки;Струмяни;Strumyani;Цапарево;село;Tsaparevo;village;Благоевград;Blagoevgrad;78046;23.099193;41.627368;ЦАПАРЕВОСТРУМЯНИ
141;FM9160;незаети площадки;Сандански;Sandanski;Голем Цалим;село;Golem Tsalim;village;Благоевград;Blagoevgrad;15549;23.336488;41.608729;ГОЛЕМЦАЛИМСАНДАНСКИ
142;GM0160;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
143;FM7171;незаети площадки;Струмяни;Strumyani;Кърпелево;село;Karpelevo;village;Благоевград;Blagoevgrad;40957;23.118584;41.642804;КЪРПЕЛЕВОСТРУМЯНИ
144;GM0181;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
145;GM2161;незаети площадки;Гоце Делчев;Gotze Delchev;Баничан;село;Banichan;village;Благоевград;Blagoevgrad;2600;23.72723;41.616776;БАНИЧАНГОЦЕДЕЛЧЕВ
146;FM8182;незаети площадки;Сандански;Sandanski;Плоски;село;Ploski;village;Благоевград;Blagoevgrad;56839;23.26687;41.645045;ПЛОСКИСАНДАНСКИ
147;FM9142;незаети площадки;Сандански;Sandanski;Лиляново;село;Lilyanovo;village;Благоевград;Blagoevgrad;43699;23.317067;41.616658;ЛИЛЯНОВОСАНДАНСКИ
148;GM0182;незаети площадки;Сандански;Sandanski;Пирин;село;Pirin;village;Благоевград;Blagoevgrad;56410;23.559642;41.544358;ПИРИНСАНДАНСКИ
149;GM1192;незаети площадки;Гоце Делчев;Gotze Delchev;Корница;село;Kornitsa;village;Благоевград;Blagoevgrad;38666;23.677533;41.639545;КОРНИЦАГОЦЕДЕЛЧЕВ
150;FM6193;незаети площадки;Струмяни;Strumyani;Гореме;село;Goreme;village;Благоевград;Blagoevgrad;16033;23.093266;41.642706;ГОРЕМЕСТРУМЯНИ
151;FM7153;незаети площадки;Струмяни;Strumyani;Вракуповица;село;Vrakupovitsa;village;Благоевград;Blagoevgrad;12142;23.090158;41.662115;ВРАКУПОВИЦАСТРУМЯНИ
