OBJECTID_1;NAME_Obshtina;L_NAME_Obshtina;Name_bg_naseleno_myasto;Descr_bg_naseleno_myasto;Name_en_naseleno_myasto;Descr_en_naseleno_myasto;REG_NAME;REG_LNAME;EKATTE;POINT_X;POINT_Y;key_VIL_MUN
1723;Мадан;Madan;Дирало;село;Diralo;village;Смолян;Smolyan;21213;25.005438;41.556236;ДИРАЛОМАДАН
1726;Неделино;Nedelino;Оградна;село;Ogradna;village;Смолян;Smolyan;53388;25.033191;41.506823;ОГРАДНАНЕДЕЛИНО
1727;Ардино;Ardino;Еньовче;село;Enyovche;village;Кърджали;Kardjali;27543;25.039968;41.51533;ЕНЬОВЧЕАРДИНО
1729;Мадан;Madan;Буковаполяна;село;Bukovapolyana;village;Смолян;Smolyan;6937;24.999475;41.531182;БУКОВАПОЛЯНАМАДАН
1730;Ардино;Ardino;Жълтуша;село;Zhaltusha;village;Кърджали;Kardjali;29605;25.048455;41.532624;ЖЪЛТУШААРДИНО
1731;Ардино;Ardino;Седларци;село;Sedlartsi;village;Кърджали;Kardjali;70771;25.043581;41.544369;СЕДЛАРЦИАРДИНО
1733;Ардино;Ardino;Диамандово;закритонас.място;Diamandovo;officiallyclosed;Кърджали;Kardjali;0;25.068839;41.537664;ДИАМАНДОВОАРДИНО
1734;Кирково;Kirkovo;Пресека;село;Preseka;village;Кърджали;Kardjali;58178;25.180829;41.388721;ПРЕСЕКАКИРКОВО
1735;Кирково;Kirkovo;Добромирци;село;Dobromirtsi;village;Кърджали;Kardjali;21631;25.209756;41.38099;ДОБРОМИРЦИКИРКОВО
1736;Кирково;Kirkovo;Дедец;село;Dedets;village;Кърджали;Kardjali;20496;25.230652;41.385808;ДЕДЕЦКИРКОВО
1738;Кирково;Kirkovo;Китна;село;Kitna;village;Кърджали;Kardjali;37071;25.239592;41.373389;КИТНАКИРКОВО
1740;Кирково;Kirkovo;Каялоба;село;Kayaloba;village;Кърджали;Kardjali;36748;25.19401;41.360839;КАЯЛОБАКИРКОВО
1741;Кирково;Kirkovo;Здравчец;село;Zdravchets;village;Кърджали;Kardjali;30675;25.195186;41.398952;ЗДРАВЧЕЦКИРКОВО
1743;Кирково;Kirkovo;Първенци;село;Parventsi;village;Кърджали;Kardjali;59054;25.228432;41.420804;ПЪРВЕНЦИКИРКОВО
1744;Джебел;Djebel;ГенералГешево;село;GeneralGeshevo;village;Кърджали;Kardjali;14647;25.193985;41.433958;ГЕНЕРАЛГЕШЕВОДЖЕБЕЛ
1745;Джебел;Djebel;Контил;село;Kontil;village;Кърджали;Kardjali;38371;25.18448;41.503691;КОНТИЛДЖЕБЕЛ
1746;Джебел;Djebel;Щерна;село;Shterna;village;Кърджали;Kardjali;84019;25.21596;41.509925;ЩЕРНАДЖЕБЕЛ
1748;Ардино;Ardino;Мак;село;Mak;village;Кърджали;Kardjali;46156;25.196325;41.529078;МАКАРДИНО
1750;Ардино;Ardino;Родопско;село;Rodopsko;village;Кърджали;Kardjali;62894;25.097677;41.587975;РОДОПСКОАРДИНО
1751;Ардино;Ardino;Търносливка;село;Tarnoslivka;village;Кърджали;Kardjali;73732;25.084895;41.58677;ТЪРНОСЛИВКААРДИНО
1752;Кърджали;Kardjali;Гъсково;село;Gaskovo;village;Кърджали;Kardjali;18410;25.442373;41.664235;ГЪСКОВОКЪРДЖАЛИ
1753;Кърджали;Kardjali;Вишеград;село;Vishegrad;village;Кърджали;Kardjali;11346;25.407771;41.610333;ВИШЕГРАДКЪРДЖАЛИ
1755;Момчилград;Momchilgrad;Момчилград;град;Momchilgrad;town;Кърджали;Kardjali;48996;25.406391;41.529703;МОМЧИЛГРАДМОМЧИЛГРАД
1756;Кирково;Kirkovo;Вълчанка;село;Valchanka;village;Кърджали;Kardjali;13055;25.44031;41.352003;ВЪЛЧАНКАКИРКОВО
1758;Момчилград;Momchilgrad;Соколино;село;Sokolino;village;Кърджали;Kardjali;67882;25.431439;41.513153;СОКОЛИНОМОМЧИЛГРАД
1759;Кърджали;Kardjali;Лисиците;село;Lisitsite;village;Кърджали;Kardjali;43856;25.451426;41.611377;ЛИСИЦИТЕКЪРДЖАЛИ
1760;Кърджали;Kardjali;Седловина;село;Sedlovina;village;Кърджали;Kardjali;65975;25.428023;41.63047;СЕДЛОВИНАКЪРДЖАЛИ
1761;Мадан;Madan;Касапско;село;Kasapsko;village;Смолян;Smolyan;36556;24.999585;41.591962;КАСАПСКОМАДАН
1762;Момчилград;Momchilgrad;Груево;село;Gruevo;village;Кърджали;Kardjali;17988;25.405532;41.566061;ГРУЕВОМОМЧИЛГРАД
1763;Ардино;Ardino;Гърбище;село;Garbishte;village;Кърджали;Kardjali;18321;25.152557;41.534505;ГЪРБИЩЕАРДИНО
1767;Брезово;Brezovo;Чехларе;село;Chehlare;village;Пловдив;Plovdiv;81308;25.158864;42.419722;ЧЕХЛАРЕБРЕЗОВО
1769;Брезово;Brezovo;Дрангово;село;Drangovo;village;Пловдив;Plovdiv;23580;25.005924;42.371091;ДРАНГОВОБРЕЗОВО
1773;Якоруда;Yakoruda;ЧернаМеста;село;ChernaMesta;village;Благоевград;Blagoevgrad;81850;23.730631;42.051406;ЧЕРНАМЕСТАЯКОРУДА
1774;Септември;Septemvri;Долновършило;село;DolnoVarshilo;village;Пазарджик;Pazardjik;22592;23.986565;42.330901;ДОЛНОВЪРШИЛОСЕПТЕМВРИ
1776;Велинград;Velingrad;Юндола;село;Yundola;village;Пазарджик;Pazardjik;86115;23.854406;42.064986;ЮНДОЛАВЕЛИНГРАД
1778;Дупница;Dupnitza;Крайнидол;село;Kraynidol;village;Кюстендил;Kyustendil;39325;23.087322;42.198922;КРАЙНИДОЛДУПНИЦА
1779;Благоевград;Blagoevgrad;Еленово;село;Elenovo;village;Благоевград;Blagoevgrad;27231;23.129267;42.001239;ЕЛЕНОВОБЛАГОЕВГРАД
1780;Благоевград;Blagoevgrad;Делвино;село;Delvino;village;Благоевград;Blagoevgrad;20540;23.132054;42.022445;ДЕЛВИНОБЛАГОЕВГРАД
1782;Рила;Rila;Падала;село;Padala;village;Кюстендил;Kyustendil;55083;23.191338;42.143272;ПАДАЛАРИЛА
1785;Благоевград;Blagoevgrad;ГорноХърсово;село;GornoHarsovo;village;Благоевград;Blagoevgrad;17004;23.17997;42.019754;ГОРНОХЪРСОВОБЛАГОЕВГРАД
1786;Кюстендил;Kyustendil;Леска;село;Leska;village;Кюстендил;Kyustendil;43373;22.533794;42.312385;ЛЕСКАКЮСТЕНДИЛ
1789;Кюстендил;Kyustendil;Новосело;село;Novoselo;village;Кюстендил;Kyustendil;52194;22.679787;42.194824;НОВОСЕЛОКЮСТЕНДИЛ
1790;Кюстендил;Kyustendil;Търсино;село;Tarsino;village;Кюстендил;Kyustendil;73750;22.739082;42.216685;ТЪРСИНОКЮСТЕНДИЛ
1792;Невестино;Nevestino;Чеканец;село;Chekanets;village;Кюстендил;Kyustendil;80251;22.721225;42.074861;ЧЕКАНЕЦНЕВЕСТИНО
1793;Невестино;Nevestino;Страдалово;село;Stradalovo;village;Кюстендил;Kyustendil;69571;22.740927;42.124726;СТРАДАЛОВОНЕВЕСТИНО
1796;Невестино;Nevestino;Илия;село;Ilia;village;Кюстендил;Kyustendil;32696;22.812043;42.072892;ИЛИЯНЕВЕСТИНО
1797;Невестино;Nevestino;Длъхчево-Сабляр;село;Dlahchevo-Sablyar;village;Кюстендил;Kyustendil;21292;22.798511;42.180626;ДЛЪХЧЕВО-САБЛЯРНЕВЕСТИНО
1798;Кюстендил;Kyustendil;Лисец;село;Lisets;village;Кюстендил;Kyustendil;43815;22.563173;42.308502;ЛИСЕЦКЮСТЕНДИЛ
1799;Кюстендил;Kyustendil;Блатец;село;Blatets;village;Кюстендил;Kyustendil;4323;22.586226;42.316815;БЛАТЕЦКЮСТЕНДИЛ
1804;Омуртаг;Omurtag;Беломорци;село;Belomortsi;village;Търговище;Targovishte;3647;26.430914;43.140637;БЕЛОМОРЦИОМУРТАГ
1807;Омуртаг;Omurtag;Паничино;село;Panichino;village;Търговище;Targovishte;55381;26.455568;43.085809;ПАНИЧИНООМУРТАГ
1808;Омуртаг;Omurtag;Петрино;село;Petrino;village;Търговище;Targovishte;56112;26.45854;43.051898;ПЕТРИНООМУРТАГ
1809;Омуртаг;Omurtag;Първан;село;Parvan;village;Търговище;Targovishte;59029;26.443915;43.039428;ПЪРВАНОМУРТАГ
1810;Омуртаг;Omurtag;Веселец;село;Veselets;village;Търговище;Targovishte;10728;26.485043;43.030245;ВЕСЕЛЕЦОМУРТАГ
1811;Омуртаг;Omurtag;Българаново;село;Balgaranovo;village;Търговище;Targovishte;7243;26.494897;43.02232;БЪЛГАРАНОВООМУРТАГ
1817;Попово;Popovo;Марчино;село;Marchino;village;Търговище;Targovishte;47411;26.339778;43.260941;МАРЧИНОПОПОВО
1818;Попово;Popovo;ДолнаКабда;село;DolnaKabda;village;Търговище;Targovishte;22109;26.329644;43.239335;ДОЛНАКАБДАПОПОВО
1819;Търговище;Targovishte;Кошничари;село;Koshnichari;village;Търговище;Targovishte;39195;26.38966;43.276673;КОШНИЧАРИТЪРГОВИЩЕ
1821;Търговище;Targovishte;Пресиян;село;Presiyan;village;Търговище;Targovishte;58219;26.384849;43.219534;ПРЕСИЯНТЪРГОВИЩЕ
1823;Антоново;Antonovo;Присойна;село;Prisoyna;village;Търговище;Targovishte;58476;26.244022;43.17121;ПРИСОЙНААНТОНОВО
1824;Антоново;Antonovo;Любичево;село;Lyubichevo;village;Търговище;Targovishte;44598;26.272961;43.171877;ЛЮБИЧЕВОАНТОНОВО
1825;Антоново;Antonovo;Трескавец;село;Treskavets;village;Търговище;Targovishte;73078;26.319137;43.162885;ТРЕСКАВЕЦАНТОНОВО
1826;Антоново;Antonovo;Моравка;село;Moravka;village;Търговище;Targovishte;49059;26.334373;43.178035;МОРАВКААНТОНОВО
1828;Мадан;Madan;Вранинци;село;Vranintsi;village;Смолян;Smolyan;12187;24.951458;41.514065;ВРАНИНЦИМАДАН
1829;Мадан;Madan;Тънкото;село;Tankoto;village;Смолян;Smolyan;73599;24.962477;41.502149;ТЪНКОТОМАДАН
1830;Мадан;Madan;Митовска;село;Mitovska;village;Смолян;Smolyan;48461;24.964173;41.511925;МИТОВСКАМАДАН
1831;Мадан;Madan;Арпаджик;село;Arpadzhik;village;Смолян;Smolyan;669;24.942965;41.534392;АРПАДЖИКМАДАН
1832;Мадан;Madan;Високите;село;Visokite;village;Смолян;Smolyan;11260;24.958381;41.529;ВИСОКИТЕМАДАН
1833;Мадан;Madan;Цирка;село;Tsirka;village;Смолян;Smolyan;78505;24.988681;41.548536;ЦИРКАМАДАН
1834;Мадан;Madan;Стайчиндол;село;Staychindol;village;Смолян;Smolyan;68638;24.990063;41.566006;СТАЙЧИНДОЛМАДАН
1835;Мадан;Madan;Ливаде;село;Livade;village;Смолян;Smolyan;43637;24.959591;41.576295;ЛИВАДЕМАДАН
1836;Мадан;Madan;Планинци;село;Planintsi;village;Смолян;Smolyan;56681;24.968068;41.580162;ПЛАНИНЦИМАДАН
1837;Мадан;Madan;Миле;село;Mile;village;Смолян;Smolyan;48146;24.990999;41.58426;МИЛЕМАДАН
1840;Смолян;Smolyan;Еленска;село;Elenska;village;Смолян;Smolyan;27262;24.879854;41.573478;ЕЛЕНСКАСМОЛЯН
1841;Мадан;Madan;Борика;село;Borika;village;Смолян;Smolyan;5387;24.922426;41.566763;БОРИКАМАДАН
1842;Мадан;Madan;Долие;село;Dolie;village;Смолян;Smolyan;21943;24.913032;41.562659;ДОЛИЕМАДАН
1843;Мадан;Madan;Кориите;село;Koriite;village;Смолян;Smolyan;38594;24.94225;41.55592;КОРИИТЕМАДАН
1844;Мадан;Madan;Чурка;село;Churka;village;Смолян;Smolyan;81801;24.919645;41.515161;ЧУРКАМАДАН
1845;Мадан;Madan;Ловци;село;Lovtsi;village;Смолян;Smolyan;43983;24.930572;41.516777;ЛОВЦИМАДАН
1847;Мадан;Madan;Шаренска;село;Sharenska;village;Смолян;Smolyan;83048;24.911784;41.492511;ШАРЕНСКАМАДАН
1848;Мадан;Madan;Крайна;село;Krayna;village;Смолян;Smolyan;39311;24.918879;41.48108;КРАЙНАМАДАН
1849;Мадан;Madan;Рустан;село;Rustan;village;Смолян;Smolyan;63481;24.872041;41.527503;РУСТАНМАДАН
1850;Рудозем;Rudozem;Дъбова;село;Dabova;village;Смолян;Smolyan;24284;24.850935;41.531804;ДЪБОВАРУДОЗЕМ
1851;Рудозем;Rudozem;Боево;село;Boevo;village;Смолян;Smolyan;4861;24.841169;41.518628;БОЕВОРУДОЗЕМ
1852;Рудозем;Rudozem;Добревачереша;село;Dobrevacheresha;village;Смолян;Smolyan;21347;24.82344;41.511144;ДОБРЕВАЧЕРЕШАРУДОЗЕМ
1854;Смолян;Smolyan;Острипазлак;село;OstriPazlak;village;Смолян;Smolyan;54359;24.835105;41.560081;ОСТРИПАЗЛАКСМОЛЯН
1855;Рудозем;Rudozem;Бяларека;село;Byalareka;village;Смолян;Smolyan;7689;24.816179;41.492436;БЯЛАРЕКАРУДОЗЕМ
1856;Рудозем;Rudozem;Сопотот;село;Sopotot;village;Смолян;Smolyan;68093;24.856462;41.462522;СОПОТОТРУДОЗЕМ
1858;Смолян;Smolyan;Вълчан;село;Valchan;village;Смолян;Smolyan;12512;24.776283;41.482266;ВЪЛЧАНСМОЛЯН
1859;Смолян;Smolyan;Пещера;село;Peshtera;village;Смолян;Smolyan;56294;24.697755;41.544351;ПЕЩЕРАСМОЛЯН
1860;Смолян;Smolyan;Люлка;село;Lyulka;village;Смолян;Smolyan;44673;24.69319;41.463389;ЛЮЛКАСМОЛЯН
1861;Смолян;Smolyan;Попрелка;село;Poprelka;village;Смолян;Smolyan;57710;24.637641;41.536057;ПОПРЕЛКАСМОЛЯН
1862;Смолян;Smolyan;Черешово;село;Chereshovo;village;Смолян;Smolyan;80666;24.639681;41.517146;ЧЕРЕШОВОСМОЛЯН
1863;Смолян;Smolyan;Ухловица;село;Uhlovitsa;village;Смолян;Smolyan;75215;24.655261;41.50965;УХЛОВИЦАСМОЛЯН
1864;Смолян;Smolyan;Исьовци;село;Isyovtsi;village;Смолян;Smolyan;32891;24.651278;41.498572;ИСЬОВЦИСМОЛЯН
1865;Смолян;Smolyan;Гоздевица;село;Gozdevitsa;village;Смолян;Smolyan;15343;24.657757;41.45351;ГОЗДЕВИЦАСМОЛЯН
1866;Смолян;Smolyan;Алиговска;село;Aligovska;village;Смолян;Smolyan;388;24.641967;41.44951;АЛИГОВСКАСМОЛЯН
1867;Смолян;Smolyan;Черешките;село;Chereshkite;village;Смолян;Smolyan;80604;24.590368;41.50428;ЧЕРЕШКИТЕСМОЛЯН
1868;Смолян;Smolyan;Потока;село;Potoka;village;Смолян;Smolyan;57916;24.604668;41.472621;ПОТОКАСМОЛЯН
1869;Смолян;Smolyan;Черешовскарека;село;Chereshovskareka;village;Смолян;Smolyan;80678;24.633832;41.517089;ЧЕРЕШОВСКАРЕКАСМОЛЯН
1870;Смолян;Smolyan;Димово;село;Dimovo;village;Смолян;Smolyan;21107;24.614827;41.539113;ДИМОВОСМОЛЯН
1871;Смолян;Smolyan;Водата;село;Vodata;village;Смолян;Smolyan;11604;24.633524;41.648381;ВОДАТАСМОЛЯН
1872;Смолян;Smolyan;Гращица;село;Grashtitsa;village;Смолян;Smolyan;17837;24.620129;41.65333;ГРАЩИЦАСМОЛЯН
1874;Смолян;Smolyan;Магарджица;село;Magistralna;village;Смолян;Smolyan;46019;24.56723;41.657267;МАГАРДЖИЦАСМОЛЯН
1875;Смолян;Smolyan;Стикъл;село;Stikal;village;Смолян;Smolyan;69256;24.579907;41.640312;СТИКЪЛСМОЛЯН
1877;Смолян;Smolyan;Баблон;село;Bablon;village;Смолян;Smolyan;2076;24.697529;41.47948;БАБЛОНСМОЛЯН
1878;Смолян;Smolyan;Милково;село;Milkovo;village;Смолян;Smolyan;48218;24.682516;41.520121;МИЛКОВОСМОЛЯН
1879;Смолян;Smolyan;Орешица;село;Oreshitsa;village;Смолян;Smolyan;53792;24.79497;41.60764;ОРЕШИЦАСМОЛЯН
1880;Смолян;Smolyan;Стража;село;Strazha;village;Смолян;Smolyan;69585;24.791332;41.597522;СТРАЖАСМОЛЯН
1881;Смолян;Smolyan;Селище;село;Selishte;village;Смолян;Smolyan;66069;24.865268;41.579192;СЕЛИЩЕСМОЛЯН
1882;Смолян;Smolyan;Ровина;село;Rovina;village;Смолян;Smolyan;62760;24.84619;41.562296;РОВИНАСМОЛЯН
1883;Рудозем;Rudozem;Бреза;село;Breza;village;Смолян;Smolyan;6255;24.870009;41.450741;БРЕЗАРУДОЗЕМ
1885;Мадан;Madan;Студена;село;Studena;village;Смолян;Smolyan;70041;24.948054;41.577661;СТУДЕНАМАДАН
1886;Златоград;Zlatograd;Мързян;село;Marzyan;village;Смолян;Smolyan;49575;24.93668;41.417455;МЪРЗЯНЗЛАТОГРАД
1887;Мадан;Madan;Крушевдол;село;Krushevdol;village;Смолян;Smolyan;40110;24.9384;41.444499;КРУШЕВДОЛМАДАН
1889;Крумовград;Krumovgrad;Зиморница;село;Zimornitsa;village;Кърджали;Kardjali;30911;25.488611;41.361784;ЗИМОРНИЦАКРУМОВГРАД
1890;Момчилград;Momchilgrad;Обичник;село;Obichnik;village;Кърджали;Kardjali;53076;25.484426;41.495495;ОБИЧНИКМОМЧИЛГРАД
