IME;UTMname;UTMfullNam;Index_1km;UTMNameFul;Status;X_1;Y_1;X_2;Y_2;X_3;Y_3;X_4;Y_4
3;LH;LH03;71;LH0371;незаети площадки;24.65555655;42.70750835;24.64335595;42.70725784;24.64301532;42.71625575;24.65521768;42.71650634
3;LH;LH03;93;LH0393;незаети площадки;24.67928736;42.72600175;24.66708293;42.72575368;24.6667455;42.73475172;24.6789517;42.73499987
4;LH;LH04;8;LH0408;незаети площадки;24.56416344;42.85868163;24.55193394;42.85842065;24.55157823;42.86741772;24.5638095;42.86767879
4;LH;LH04;30;LH0430;незаети площадки;24.60363615;42.787477;24.59142032;42.78722057;24.59107121;42.79621802;24.60328881;42.79647453
4;LH;LH04;67;LH0467;незаети площадки;24.637887;42.85122248;24.6256583;42.8509694;24.62531338;42.85996698;24.63754385;42.86022013
4;LH;LH04;90;LH0490;незаети площадки;24.67693448;42.78898821;24.6647177;42.7887396;24.66437919;42.79773752;24.67659774;42.79798621
4;LH;LH04;94;LH0494;незаети площадки;24.67558658;42.82498011;24.66336272;42.82473119;24.66302359;42.83372905;24.67524921;42.83397805
5;LH;LH05;16;LH0516;незаети площадки;24.57357122;42.93091872;24.56132735;42.93065839;24.5609721;42.93965541;24.57321775;42.93991582
5;LH;LH05;36;LH0536;незаети площадки;24.59805945;42.93143546;24.58581525;42.93117774;24.58546356;42.94017493;24.59770954;42.94043272
5;LH;LH05;46;LH0546;незаети площадки;24.6103038;42.93169186;24.59805945;42.93143546;24.59770954;42.94043272;24.60995567;42.9406892
5;LH;LH05;69;LH0569;незаети площадки;24.63375881;42.9591932;24.62150879;42.95893918;24.62116197;42.96793655;24.63341377;42.96819066
5;LH;LH05;72;LH0572;незаети площадки;24.64840741;42.89646273;24.63616969;42.89621057;24.63582575;42.90520814;24.64806525;42.90546038
6;LH;LH06;2;LH0602;незаети площадки;24.55919342;42.98464027;24.54693902;42.98437814;24.54658101;42.99337498;24.55883719;42.99363719
6;LH;LH06;32;LH0632;незаети площадки;24.59595758;42.98541879;24.5837027;42.98516059;24.58335004;42.99415768;24.59560671;42.99441595
6;LH;LH06;42;LH0642;незаети площадки;24.60821263;42.98567567;24.59595758;42.98541879;24.59560671;42.99441595;24.60786354;42.99467292
6;LH;LH06;76;LH0676;незаети площадки;24.64360283;43.0224283;24.63134016;43.02217503;24.630994;43.03117237;24.64325846;43.03142572
6;LH;LH06;81;LH0681;незаети площадки;24.6575762;42.97769253;24.6453223;42.97744097;24.64497873;42.98643847;24.65723441;42.98669011
7;LH;LH07;8;LH0708;незаети площадки;24.55347404;43.12858901;24.541191;43.12832557;24.54083034;43.13732214;24.55311518;43.13758567
7;LH;LH07;53;LH0753;незаети площадки;24.61663866;43.08490092;24.60436378;43.08464446;24.60401291;43.09364152;24.61628959;43.09389806
7;LH;LH07;74;LH0774;незаети площадки;24.64084342;43.09440719;24.62856643;43.09415328;24.62821899;43.10315049;24.64049778;43.10340447
7;LH;LH07;75;LH0775;незаети площадки;24.64049778;43.10340447;24.62821899;43.10315049;24.62787139;43.11214768;24.64015198;43.11240174
7;LH;LH07;79;LH0779;незаети площадки;24.63911362;43.13939345;24.62682764;43.13913915;24.62647941;43.14813627;24.63876718;43.14839066
8;LH;LH08;2;LH0802;незаети площадки;24.5520376;43.16457554;24.53974736;43.16431176;24.53938604;43.17330827;24.55167807;43.17357213
8;LH;LH08;3;LH0803;незаети площадки;24.55167807;43.17357213;24.53938604;43.17330827;24.53902455;43.18230476;24.55131838;43.1825687
8;LH;LH08;20;LH0820;незаети площадки;24.57732992;43.14710557;24.56504295;43.1468446;24.56468556;43.1558413;24.57697432;43.15610236
8;LH;LH08;42;LH0842;незаети площадки;24.60120018;43.16561744;24.58890929;43.16535894;24.58855517;43.17435578;24.60084786;43.17461435
8;LH;LH08;49;LH0849;незаети площадки;24.59873052;43.2285955;24.586427;43.22833643;24.58607174;43.23733315;24.59837706;43.23759229
9;LH;LH09;11;LH0911;незаети площадки;24.56110254;43.24580743;24.5487959;43.24554424;24.54843488;43.25454068;24.56074333;43.25480396
9;LH;LH09;48;LH0948;незаети площадки;24.5955435;43.30956609;24.58322369;43.3093063;24.58286695;43.31830287;24.59518857;43.31856274
9;LH;LH09;52;LH0952;незаети площадки;24.60997875;43.25584383;24.59766965;43.25558584;24.5973157;43.26458259;24.60962661;43.26484066
9;LH;LH09;62;LH0962;незаети площадки;24.62228802;43.25610049;24.60997875;43.25584383;24.60962661;43.26484066;24.62193769;43.2650974
9;LH;LH09;80;LH0980;незаети площадки;24.64759997;43.23861565;24.635294;43.23836179;24.6349458;43.24735882;24.64725358;43.24761275
10;LH;LH10;15;LH1015;незаети площадки;24.71293501;42.47453587;24.70077926;42.47429255;24.70044962;42.48329119;24.7126071;42.4835346
10;LH;LH10;16;LH1016;незаети площадки;24.7126071;42.4835346;24.70044962;42.48329119;24.70011983;42.49228982;24.71227905;42.49253331
10;LH;LH10;27;LH1027;незаети площадки;24.72443843;42.4927755;24.71227905;42.49253331;24.71195085;42.501532;24.72411196;42.50177426
10;LH;LH10;47;LH1047;незаети площадки;24.74875762;42.49325601;24.73659795;42.4930164;24.73627323;42.50201524;24.74843464;42.50225493
10;LH;LH10;49;LH1049;незаети площадки;24.74811151;42.51125383;24.73594836;42.51101407;24.73562334;42.52001288;24.74778824;42.52025272
11;LH;LH11;17;LH1117;незаети площадки;24.70899025;42.58251949;24.69681358;42.58227524;24.69648212;42.59127369;24.70866053;42.59151801
11;LH;LH11;18;LH1118;незаети площадки;24.70866053;42.59151801;24.69648212;42.59127369;24.69615051;42.60027213;24.70833067;42.60051653
11;LH;LH11;24;LH1124;незаети площадки;24.72215005;42.55576653;24.70997847;42.5555238;24.70964922;42.56452238;24.72182254;42.56476518
11;LH;LH11;44;LH1144;незаети площадки;24.74649365;42.5562481;24.73432177;42.55600796;24.73399601;42.56500669;24.74616963;42.5652469
11;LH;LH11;66;LH1166;незаети площадки;24.77019664;42.57472239;24.75802098;42.57448469;24.75769841;42.58348354;24.76987582;42.58372132
12;LH;LH12;0;LH1200;незаети площадки;24.69581875;42.60927055;24.68363699;42.60902478;24.68330332;42.61802311;24.69548683;42.61826895
12;LH;LH12;1;LH1201;незаети площадки;24.69548683;42.61826895;24.68330332;42.61802311;24.6829695;42.62702142;24.69515476;42.62726734
12;LH;LH12;58;LH1258;незаети площадки;24.75414039;42.68246978;24.74194384;42.68222989;24.74161774;42.69122846;24.75381604;42.69146844
12;LH;LH12;65;LH1265;незаети площадки;24.76730397;42.6557121;24.75511254;42.65547373;24.75478864;42.66447243;24.76698182;42.66471088
12;LH;LH12;88;LH1288;незаети площадки;24.79073092;42.68318169;24.77853393;42.68294568;24.7782131;42.69194449;24.79041185;42.69218056
13;LH;LH13;6;LH1306;незаети площадки;24.69048978;42.75324305;24.67827991;42.75299605;24.67794378;42.76199411;24.69015542;42.76224119
13;LH;LH13;18;LH1318;незаети площадки;24.70203446;42.77148517;24.6898209;42.77123932;24.68948624;42.78023743;24.70170156;42.78048336
13;LH;LH13;21;LH1321;незаети площадки;24.71656188;42.70874143;24.70436051;42.70849741;24.70402867;42.71749571;24.71623181;42.71773981
13;LH;LH13;72;LH1372;незаети площадки;24.77724972;42.7189408;24.76504584;42.7187032;24.76472266;42.72770186;24.7769283;42.72793953
13;LH;LH13;78;LH1378;незаети площадки;24.77531897;42.77293298;24.76310451;42.77269493;24.76278044;42.7816935;24.77499667;42.78193162
14;LH;LH14;30;LH1430;незаети площадки;24.72580313;42.78996964;24.71358574;42.78972624;24.7132543;42.79872447;24.72547346;42.79896795
14;LH;LH14;68;LH1468;незаети площадки;24.75985706;42.86267986;24.74762505;42.86243976;24.74729771;42.87143809;24.75953149;42.87167826
14;LH;LH14;69;LH1469;незаети площадки;24.75953149;42.87167826;24.74729771;42.87143809;24.74697022;42.8804364;24.75920578;42.88067665
14;LH;LH14;83;LH1483;незаети площадки;24.7859294;42.81816313;24.77370595;42.81792602;24.7733829;42.82692458;24.78560812;42.82716177
14;LH;LH14;97;LH1497;незаети площадки;24.79687408;42.85439368;24.78464339;42.85415757;24.78432152;42.86315614;24.79655398;42.86339232
15;LH;LH15;17;LH1517;незаети площадки;24.69568306;42.94244794;24.68343582;42.94220062;24.68309822;42.95119842;24.69534724;42.95144582
15;LH;LH15;18;LH1518;незаети площадки;24.69534724;42.95144582;24.68309822;42.95119842;24.68276046;42.96019621;24.69501126;42.96044368
15;LH;LH15;63;LH1563;незаети площадки;24.75822773;42.90767172;24.74598684;42.90743124;24.74565875;42.91642949;24.75790141;42.91667004
15;LH;LH15;77;LH1577;незаети площадки;24.76916971;42.94390438;24.75692156;42.94366491;24.75659464;42.95266317;24.76884458;42.95290271
15;LH;LH15;83;LH1583;незаети площадки;24.78270995;42.90814874;24.77046876;42.90791088;24.77014422;42.91690928;24.78238719;42.91714721
16;LH;LH16;4;LH1604;незаети площадки;24.68106933;43.00518488;24.66880976;43.0049357;24.66846928;43.01393331;24.68073063;43.01418256
16;LH;LH16;23;LH1623;незаети площадки;24.70592389;42.99668144;24.6936658;42.99643496;24.69332905;43.00543274;24.70558893;43.00567929
16;LH;LH16;33;LH1633;незаети площадки;24.71818214;42.9969266;24.70592389;42.99668144;24.70558893;43.00567929;24.71784896;43.00592453
16;LH;LH16;76;LH1676;незаети площадки;24.7662381;43.02488879;24.75397388;43.02464865;24.75364561;43.03364676;24.76591161;43.03388698
16;LH;LH16;82;LH1682;незаети площадки;24.77979976;42.98913441;24.76754254;42.98889588;24.76721665;42.99789413;24.77947566;42.99813274
17;LH;LH17;34;LH1734;незаети площадки;24.71450871;43.09590297;24.70223078;43.09565696;24.70189411;43.10465464;24.71417384;43.10490073
17;LH;LH17;43;LH1743;незаети площадки;24.72711973;43.08714982;24.71484343;43.0869052;24.71450871;43.09590297;24.72678681;43.09614766
17;LH;LH17;56;LH1756;незаети площадки;24.73840234;43.11438684;24.7261205;43.11414331;24.72578712;43.12314111;24.73807075;43.12338471
17;LH;LH17;81;LH1781;незаети площадки;24.77687749;43.07011877;24.76460417;43.06987957;24.76427693;43.07887767;24.77655204;43.07911695
17;LH;LH17;98;LH1798;незаети площадки;24.78688226;43.1333441;24.77459622;43.1331057;24.77426973;43.14210376;24.78655756;43.14234225
18;LH;LH18;17;LH1817;незаети площадки;24.6855408;43.21237716;24.67323977;43.21212751;24.67289747;43.22112482;24.6852003;43.22137455
18;LH;LH18;19;LH1819;незаети площадки;24.68485965;43.23037192;24.67255501;43.23012211;24.67221239;43.23911939;24.68451884;43.23936928
18;LH;LH18;26;LH1826;незаети площадки;24.69818051;43.20362801;24.68588114;43.20337976;24.6855408;43.21237716;24.69784198;43.21262549
18;LH;LH18;29;LH1829;незаети площадки;24.69716444;43.23062041;24.68485965;43.23037192;24.68451884;43.23936928;24.69682544;43.23961784
18;LH;LH18;34;LH1834;незаети площадки;24.71115304;43.18587978;24.69885711;43.185633;24.69851889;43.19463052;24.71081662;43.19487737
19;LH;LH19;49;LH1949;незаети площадки;24.71841365;43.32108854;24.70609043;43.32084193;24.70575168;43.32983928;24.71807671;43.33008596
19;LH;LH19;67;LH1967;незаети площадки;24.74372671;43.30358258;24.73140681;43.30333878;24.731072;43.31233631;24.74339372;43.31258019
19;LH;LH19;72;LH1972;незаети площадки;24.7577004;43.2588364;24.74538941;43.25859429;24.74505718;43.26759198;24.75736998;43.26783416
19;LH;LH19;89;LH1989;незаети площадки;24.76770809;43.32206172;24.75538425;43.32182041;24.75505276;43.33081807;24.76737841;43.33105945
19;LH;LH19;95;LH1995;незаети площадки;24.781342;43.28631032;24.76902527;43.28607065;24.7686962;43.29506844;24.78101475;43.29530819
20;LH;LH20;13;LH2013;незаети площадки;24.83512117;42.45889933;24.82296743;42.45866903;24.82265547;42.46766845;24.83481094;42.46789883
20;LH;LH20;43;LH2043;незаети площадки;24.87158321;42.45958251;24.85942906;42.45935607;24.85912231;42.46835571;24.87127821;42.46858222
20;LH;LH20;59;LH2059;незаети площадки;24.88191581;42.5138061;24.86975107;42.51358053;24.86944522;42.52258014;24.88161171;42.52280579
20;LH;LH20;63;LH2063;незаети площадки;24.89589195;42.46003152;24.88373751;42.45980766;24.88343424;42.46880744;24.89559041;42.46903137
20;LH;LH20;78;LH2078;незаети площадки;24.90654618;42.50525354;24.89438291;42.50503062;24.89408069;42.51403039;24.90624571;42.51425338
21;LH;LH21;0;LH2100;незаети площадки;24.8207807;42.52166466;24.80861493;42.52143256;24.80830022;42.5304318;24.82046774;42.53066397
21;LH;LH21;29;LH2129;незаети площадки;24.84232228;42.60311951;24.8301405;42.60288934;24.829828;42.61188858;24.84201153;42.61211882
21;LH;LH21;65;LH2165;незаети площадки;24.89226445;42.56802868;24.88008909;42.56780397;24.87978415;42.57680356;24.89196125;42.57702834
21;LH;LH21;67;LH2167;незаети площадки;24.89165792;42.58602798;24.87947907;42.58580314;24.87917385;42.59480269;24.89135445;42.59502761
21;LH;LH21;88;LH2188;незаети площадки;24.91571606;42.59547356;24.90353519;42.59525123;24.90323333;42.60425091;24.91541595;42.60447331
22;LH;LH22;20;LH2220;незаети площадки;24.84201153;42.61211882;24.829828;42.61188858;24.82951534;42.6208878;24.84170063;42.62111811
22;LH;LH22;35;LH2235;незаети площадки;24.85264806;42.65734443;24.84045561;42.65711513;24.840144;42.66611435;24.8523382;42.66634372
22;LH;LH22;49;LH2249;незаети площадки;24.8636074;42.69356978;24.85140778;42.69334149;24.85109736;42.70234071;24.86329873;42.70256907
22;LH;LH22;72;LH2272;незаети площадки;24.90232691;42.63124986;24.89013917;42.63102596;24.889835;42.64002551;24.9020245;42.64024948
22;LH;LH22;83;LH2283;незаети площадки;24.91421414;42.64047216;24.9020245;42.64024948;24.90172195;42.64924908;24.91391334;42.64947183
23;LH;LH23;0;LH2300;незаети площадки;24.81449409;42.70164783;24.80229329;42.70141428;24.80197568;42.7104132;24.81417824;42.71064682
23;LH;LH23;2;LH2302;незаети площадки;24.81386225;42.7196458;24.80165793;42.7194121;24.80134002;42.72841098;24.81354611;42.72864476
23;LH;LH23;62;LH2362;незаети площадки;24.8870912;42.72102072;24.87488602;42.72079482;24.87457869;42.72979413;24.88678563;42.73002011
23;LH;LH23;82;LH2382;незаети площадки;24.91150198;42.72146863;24.89929652;42.72124533;24.89899271;42.73024478;24.91119993;42.73046816
23;LH;LH23;84;LH2384;незаети площадки;24.91089775;42.73946767;24.89868877;42.73924423;24.89838468;42.74824365;24.91059543;42.74846717
24;LH;LH24;7;LH2407;незаети площадки;24.8091049;42.85462848;24.79687408;42.85439368;24.79655398;42.86339232;24.80878658;42.86362719
24;LH;LH24;22;LH2422;незаети площадки;24.83513871;42.81009961;24.82291645;42.80986779;24.82260062;42.81886665;24.83482466;42.81909855
24;LH;LH24;65;LH2465;незаети площадки;24.88310785;42.83801152;24.8708797;42.8377847;24.87057053;42.84678381;24.88280045;42.8470107
24;LH;LH24;70;LH2470;незаети площадки;24.89686216;42.79324055;24.88464272;42.79301538;24.88433603;42.80201464;24.89655724;42.80223988
24;LH;LH24;82;LH2482;незаети площадки;24.90847529;42.8114632;24.89625217;42.81123919;24.89594697;42.82023849;24.90817186;42.82046257
25;LH;LH25;4;LH2504;незаети площадки;24.80687356;42.91761915;24.7946303;42.91738384;24.79430917;42.92638237;24.80655421;42.92661776
25;LH;LH25;17;LH2517;незаети площадки;24.81816382;42.94484915;24.80591507;42.94461492;24.80559528;42.95361347;24.81784581;42.95384777
25;LH;LH25;30;LH2530;незаети площадки;24.84485882;42.8823218;24.83262223;42.8820907;24.83230702;42.89108952;24.84454539;42.89132069
25;LH;LH25;42;LH2542;незаети площадки;24.85647209;42.9005495;24.84423181;42.90031956;24.84391809;42.90931842;24.85616015;42.90954842
25;LH;LH25;53;LH2553;незаети площадки;24.86840236;42.90977713;24.85616015;42.90954842;24.85584806;42.91854734;24.86809205;42.91877611
26;LH;LH26;32;LH2632;незаети площадки;24.84108808;42.99030738;24.82883012;42.99007541;24.82851316;42.99907403;24.84077291;42.99930607
26;LH;LH26;35;LH2635;незаети площадки;24.84014213;43.01730341;24.82787881;43.01707123;24.82756142;43.0260698;24.83982653;43.02630206
26;LH;LH26;67;LH2667;незаети площадки;24.87631233;43.03598981;24.864045;43.03576141;24.86373269;43.04476017;24.87600181;43.04498864
26;LH;LH26;69;LH2669;незаети площадки;24.87569114;43.05398745;24.86342023;43.05375891;24.86310763;43.06275764;24.87538033;43.06298624
26;LH;LH26;83;LH2683;незаети площадки;24.90207378;43.00044661;24.88981332;43.00022112;24.88950516;43.00922009;24.9017674;43.00944564
27;LH;LH27;2;LH2702;незаети площадки;24.80110272;43.07959155;24.78882731;43.07935491;24.78850351;43.08835315;24.80078071;43.08858987
27;LH;LH27;8;LH2708;незаети площадки;24.79916845;43.13358119;24.78688226;43.1333441;24.78655756;43.14234225;24.79884555;43.14257941
27;LH;LH27;9;LH2709;незаети площадки;24.79884555;43.14257941;24.78655756;43.14234225;24.78623272;43.15134037;24.79852251;43.15157761
27;LH;LH27;12;LH2712;незаети площадки;24.81337828;43.07982688;24.80110272;43.07959155;24.80078071;43.08858987;24.81305807;43.08882527
27;LH;LH27;41;LH2741;незаети площадки;24.85052053;43.07152635;24.83824632;43.07129504;24.83792984;43.08029359;24.85020584;43.08052497
28;LH;LH28;40;LH2840;незаети площадки;24.84768314;43.15251337;24.83539276;43.15228141;24.83507497;43.16127981;24.84736715;43.16151185
28;LH;LH28;43;LH2843;незаети площадки;24.84673472;43.17950875;24.83443894;43.17927657;24.83412071;43.18827493;24.84641829;43.18850718
28;LH;LH28;77;LH2877;незаети площадки;24.88237801;43.21619184;24.87007457;43.21596334;24.86976117;43.22496185;24.88206642;43.22519042
28;LH;LH28;94;LH2894;незаети площадки;24.9079084;43.18964862;24.8956101;43.18942298;24.89530074;43.19842167;24.90760085;43.19864739
28;LH;LH28;96;LH2896;незаети площадки;24.90729316;43.20764614;24.89499124;43.20742036;24.89468159;43.21641902;24.90698532;43.21664488
29;LH;LH29;21;LH2921;незаети площадки;24.81957887;43.25102889;24.80726893;43.25079348;24.8069459;43.25979156;24.81925765;43.26002704
29;LH;LH29;56;LH2956;незаети площадки;24.85492917;43.29671887;24.84260973;43.29648707;24.8422914;43.30548529;24.85461265;43.30571716
29;LH;LH29;74;LH2974;незаети площадки;24.88019384;43.27918157;24.86787773;43.27895256;24.86756332;43.28795096;24.87988124;43.28818003
29;LH;LH29;87;LH2987;незаети площадки;24.89157729;43.30640481;24.8792556;43.30617692;24.87894257;43.31517534;24.89126607;43.3154033
29;LH;LH29;94;LH2994;незаети площадки;24.90482648;43.2796356;24.89251009;43.27940925;24.8921993;43.28840778;24.9045175;43.28863421
30;LH;LH30;7;LH3007;незаети площадки;24.94333195;42.4969145;24.93117001;42.49669552;24.93087315;42.50569552;24.94303683;42.50591457
30;LH;LH30;34;LH3034;незаети площадки;24.98068745;42.47056282;24.96853033;42.47034791;24.9682391;42.47934816;24.98039797;42.47956314
30;LH;LH30;49;LH3049;незаети площадки;24.99140464;42.5157782;24.97923868;42.51556424;24.97894852;42.52456447;24.99111623;42.5247785
30;LH;LH30;65;LH3065;незаети площадки;25.01687535;42.48020035;25.00471609;42.47998923;25.00442995;42.48898967;25.01659095;42.48920084
30;LH;LH30;94;LH3094;незаети площадки;25.05363296;42.47182524;25.04147505;42.47161806;25.04119426;42.48061871;25.05335391;42.48082595
31;LH;LH31;9;LH3109;незаети площадки;24.93978162;42.60491422;24.92759872;42.60469441;24.92730022;42.61369422;24.93948487;42.6139141
31;LH;LH31;27;LH3127;незаети площадки;24.9647339;42.58734989;24.95255423;42.58713281;24.95225951;42.59613278;24.96444093;42.59634993
31;LH;LH31;45;LH3145;незаети площадки;24.98967219;42.56977978;24.97749575;42.56956542;24.9772048;42.57856556;24.98938299;42.57877999
31;LH;LH31;50;LH3150;незаети площадки;25.00328407;42.52499124;24.99111623;42.5247785;24.99082769;42.53377879;25.00299727;42.53399159
31;LH;LH31;92;LH3192;незаети площадки;25.05139698;42.54383048;25.03922513;42.54362278;25.0389433;42.5526233;25.0511169;42.55283107
32;LH;LH32;19;LH3219;незаети площадки;24.94900864;42.69513144;24.93680805;42.69491224;24.93650994;42.70391196;24.94871229;42.70413123
32;LH;LH32;40;LH3240;незаети площадки;24.98822484;42.61478066;24.97603965;42.61456596;24.97574803;42.62356602;24.98793497;42.62378079
32;LH;LH32;61;LH3261;незаети площадки;25.01230926;42.62420643;25.00012205;42.62399426;24.9998338;42.63299444;25.01202277;42.63320668
32;LH;LH32;68;LH3268;незаети площадки;25.01030104;42.68720783;24.99810153;42.68699519;24.99781236;42.69599526;25.01001362;42.69620796
32;LH;LH32;81;LH3281;незаети площадки;25.03668408;42.62462689;25.0244966;42.62441731;25.02421186;42.63341763;25.03640109;42.63362727
33;LH;LH33;6;LH3306;незаети площадки;24.93471841;42.75790991;24.92250562;42.75768893;24.92220479;42.76668847;24.93441934;42.76690952
33;LH;LH33;10;LH3310;незаети площадки;24.94871229;42.70413123;24.93650994;42.70391196;24.93621169;42.71291166;24.94841581;42.713131
33;LH;LH33;48;LH3348;незаети площадки;24.98298679;42.77678057;24.97076992;42.77656465;24.97047588;42.78556443;24.98269452;42.78578041
33;LH;LH33;66;LH3366;незаети площадки;25.00799801;42.75920848;24.9957844;42.7589953;24.99549417;42.76799525;25.00770953;42.76820849
33;LH;LH33;80;LH3380;незаети площадки;25.03413251;42.70562973;25.02192923;42.70541956;25.02164331;42.71441973;25.03384836;42.71462997
34;LH;LH34;30;LH3430;незаети площадки;24.97018171;42.79456419;24.95796144;42.79434684;24.95766536;42.80334652;24.96988739;42.80356394
34;LH;LH34;64;LH3464;незаети площадки;25.0056865;42.83120812;24.99345875;42.83099441;24.99316744;42.83999423;25.00539696;42.840208
34;LH;LH34;68;LH3468;незаети площадки;25.00452755;42.86720756;24.99229271;42.86699358;24.99200086;42.87599334;25.00423748;42.87620738
34;LH;LH34;72;LH3472;незаети площадки;25.01848951;42.81342057;25.00626517;42.8132083;25.0059759;42.82220822;25.01820202;42.82242055
34;LH;LH34;74;LH3474;незаети площадки;25.01791438;42.83142052;25.0056865;42.83120812;25.00539696;42.840208;25.01762662;42.84042047
35;LH;LH35;9;LH3509;незаети площадки;24.92780495;42.96489678;24.91555135;42.9646742;24.91524732;42.97367337;24.9275027;42.97389601
35;LH;LH35;24;LH3524;незаети площадки;24.9538039;42.92034088;24.94155893;42.92012127;24.94125916;42.92912066;24.95350591;42.92934034
35;LH;LH35;52;LH3552;незаети площадки;24.99112452;42.9029925;24.9788827;42.90277695;24.97858854;42.91177658;24.99083214;42.91199219
35;LH;LH35;54;LH3554;незаети площадки;24.99053962;42.92099187;24.97829425;42.92077618;24.97799981;42.92977577;24.99024697;42.92999153
35;LH;LH35;89;LH3589;незаети площадки;25.02583868;42.96663021;25.013584;42.96641812;25.01329424;42.97541784;25.02555071;42.97562999
36;LH;LH36;22;LH3622;незаети площадки;24.95141612;42.99233608;24.93915689;42.99211592;24.93885601;43.00111518;24.95111703;43.00133541
36;LH;LH36;49;LH3649;незаети площадки;24.97386351;43.05576839;24.96159148;43.05555038;24.96129321;43.06454966;24.97356704;43.06476775
36;LH;LH36;67;LH3667;незаети площадки;24.99899335;43.03820145;24.98672463;43.0379862;24.98643022;43.04698566;24.99870073;43.04720097
36;LH;LH36;84;LH3684;незаети площадки;25.0243975;43.01162896;25.01213388;43.01141653;25.01184346;43.02041617;25.02410887;43.02062866
36;LH;LH36;93;LH3693;незаети площадки;25.03694797;43.00284028;25.024686;43.00262924;25.0243975;43.01162896;25.03666126;43.01184006
37;LH;LH37;2;LH3702;незаети площадки;24.92386486;43.08188563;24.911588;43.08166214;24.91128215;43.0906611;24.9235608;43.09088466
37;LH;LH37;60;LH3760;незаети площадки;24.9981151;43.06519997;24.985841;43.06498451;24.98554619;43.07398392;24.99782208;43.07419944
37;LH;LH37;79;LH3779;незаети площадки;25.00776345;43.1464094;24.99547304;43.14619466;24.9951788;43.15519399;25.00747101;43.1554088
37;LH;LH37;85;LH3785;незаети площадки;25.02121519;43.1106248;25.00893185;43.11041165;25.00863995;43.11941111;25.02092509;43.11962433
37;LH;LH37;91;LH3791;незаети площадки;25.03465056;43.07483811;25.02237426;43.07462653;25.0220847;43.08362613;25.03436279;43.08383776
38;LH;LH38;12;LH3812;незаети площадки;24.93311291;43.17209808;24.92081793;43.17187522;24.92051246;43.18087409;24.93280925;43.18109703
38;LH;LH38;15;LH3815;незаети площадки;24.9322015;43.19909486;24.91990111;43.19887179;24.91959522;43.20787061;24.93189742;43.20809375
38;LH;LH38;31;LH3831;незаети площадки;24.95800322;43.16354076;24.94570976;43.1633206;24.94540804;43.17231963;24.9577033;43.17253985
38;LH;LH38;71;LH3871;незаети площадки;25.00717844;43.16440818;24.99488443;43.1641933;24.99458992;43.1731926;25.00688573;43.17340755
38;LH;LH38;90;LH3890;незаети площадки;25.03205583;43.15583445;25.01976335;43.15562229;25.01947258;43.16462174;25.03176686;43.16483397
39;LH;LH39;16;LH3916;незаети площадки;24.92884885;43.29808181;24.91652855;43.29785797;24.9162211;43.30685662;24.92854322;43.30708053
39;LH;LH39;40;LH3940;незаети площадки;24.96760882;43.2447515;24.95529897;43.24453204;24.9549978;43.25353099;24.96730946;43.25375052
39;LH;LH39;61;LH3961;незаети площадки;24.9919332;43.25418559;24.97962126;43.25396871;24.97932358;43.26296779;24.99163733;43.26318473
39;LH;LH39;83;LH3983;незаети площадки;25.01597285;43.27261389;25.00365702;43.27239953;25.00336269;43.28139871;25.01568034;43.28161314
39;LH;LH39;85;LH3985;незаети площадки;25.01538768;43.29061236;25.00306822;43.29039787;25.00277361;43.29939702;25.01509489;43.29961158
40;LH;LH40;18;LH4018;незаети площадки;25.07684612;42.508239;25.064681;42.50803414;25.06440318;42.51703485;25.07657005;42.51723978
40;LH;LH40;32;LH4032;незаети площадки;25.10280966;42.4546391;25.09065473;42.4544372;25.09038115;42.46343814;25.10253782;42.4636401
40;LH;LH40;62;LH4062;незаети площадки;25.13927521;42.45523707;25.12711991;42.45503904;25.12685154;42.46404016;25.13900859;42.46423825
40;LH;LH40;71;LH4071;незаети площадки;25.1516954;42.44643255;25.13954171;42.44623587;25.13927521;42.45523707;25.15143064;42.45543382
40;LH;LH40;76;LH4076;незаети площадки;25.15037039;42.49143871;25.138208;42.49124171;25.13794089;42.50024283;25.15010502;42.50043989
41;LH;LH41;59;LH4159;незаети площадки;25.12254102;42.608056;25.11035616;42.60785561;25.11008395;42.6168564;25.12227056;42.61705685
41;LH;LH41;66;LH4166;незаети площадки;25.13553138;42.58125223;25.12335165;42.58105333;25.12308157;42.59005423;25.13526304;42.5902532
41;LH;LH41;79;LH4179;незаети площадки;25.14691111;42.60845289;25.134726;42.60825509;25.1344573;42.61725601;25.14664415;42.61745387
41;LH;LH41;91;LH4191;незаети площадки;25.17338492;42.5368352;25.16121357;42.53664048;25.16094934;42.54564165;25.17312244;42.54583643
41;LH;LH41;98;LH4198;незаети площадки;25.17154501;42.59984347;25.15936141;42.59964833;25.15909634;42.60864939;25.17128168;42.60884459
42;LH;LH42;43;LH4243;незаети площадки;25.10926656;42.64385869;25.09707481;42.64365676;25.09680034;42.65265743;25.10899385;42.65285943
42;LH;LH42;44;LH4244;незаети площадки;25.10899385;42.65285943;25.09680034;42.65265743;25.09652575;42.66165808;25.10872101;42.66186014
42;LH;LH42;73;LH4273;незаети площадки;25.14584256;42.64445672;25.13365043;42.64425867;25.13338124;42.65325953;25.14557511;42.65345764
42;LH;LH42;83;LH4283;незаети площадки;25.1580348;42.64465347;25.14584256;42.64445672;25.14557511;42.65345764;25.15776911;42.65365445
