IME;UTMname;UTMfullNam;Index_1km;UTMNameFul;Status;X_1;Y_1;X_2;Y_2;X_3;Y_3;X_4;Y_4
99;KF;KF99;68;KF9968;незаети площадки;24.5675717;41.5079188;24.55559975;41.50766483;24.55526098;41.51666405;24.56723459;41.5169181
99;KF;KF99;77;KF9977;незаети площадки;24.57987912;41.49917214;24.56790867;41.49891949;24.5675717;41.5079188;24.57954381;41.50817153
99;KF;KF99;92;KF9992;незаети площадки;24.60547821;41.45467568;24.59351572;41.45442592;24.59318282;41.46342547;24.60514697;41.46367532
99;KF;KF99;94;KF9994;незаети площадки;24.60481557;41.47267494;24.59284977;41.47242502;24.59251657;41.48142454;24.60448402;41.48167454
99;KF;KF99;95;KF9995;незаети площадки;24.60448402;41.48167454;24.59251657;41.48142454;24.59218322;41.49042405;24.60415232;41.49067413
50;KG;KG50;16;KG5016;незаети площадки;24.02569946;41.56722032;24.01372194;41.5669096;24.01330727;41.57590468;24.02528645;41.5762155
50;KG;KG50;54;KG5054;незаети площадки;24.0744236;41.55045958;24.06244865;41.55015403;24.06204098;41.55914953;24.07401759;41.55945518
50;KG;KG50;76;KG5076;незаети площадки;24.09756847;41.56905851;24.08558984;41.56875526;24.08518511;41.57775092;24.0971654;41.57805427
50;KG;KG50;97;KG5097;незаети площадки;24.12112653;41.57865722;24.10914587;41.57835637;24.10874428;41.5873522;24.12072659;41.58765315
50;KG;KG50;99;KG5099;незаети площадки;24.12032648;41.59664906;24.1083425;41.59634802;24.10794055;41.60534382;24.11992618;41.60564496
51;KG;KG51;40;KG5140;незаети площадки;24.05999985;41.6041268;24.04801514;41.60381943;24.0476047;41.61281473;24.05959107;41.6131222
51;KG;KG51;54;KG5154;незаети площадки;24.07035515;41.64041481;24.0583636;41.6401083;24.05795408;41.64910364;24.06994728;41.64941024
51;KG;KG51;59;KG5159;незаети площадки;24.06831397;41.68539178;24.0563141;41.68508479;24.05590364;41.69408003;24.06790518;41.69438712
51;KG;KG51;78;KG5178;незаети площадки;24.09271954;41.67700646;24.08072097;41.67670207;24.08031403;41.68569752;24.09231427;41.68600201
52;KG;KG52;24;KG5224;незаети площадки;24.03024407;41.72944213;24.01823642;41.7291309;24.01782001;41.73812576;24.02982933;41.73843709
52;KG;KG52;29;KG5229;незаети площадки;24.0281685;41.77441677;24.01615248;41.77410505;24.01573513;41.78309982;24.02775281;41.78341165
52;KG;KG52;34;KG5234;незаети площадки;24.04225191;41.72975211;24.03024407;41.72944213;24.02982933;41.73843709;24.04183884;41.73874717
52;KG;KG52;44;KG5244;незаети площадки;24.05425993;41.73006084;24.04225191;41.72975211;24.04183884;41.73874717;24.05384854;41.73905599
53;KG;KG53;12;KG5312;незаети площадки;24.01489985;41.80108933;24.002879;41.80077605;24.0024594;41.80977068;24.01448192;41.81008405
53;KG;KG53;53;KG5353;незаети площадки;24.06257391;41.81132497;24.05055063;41.81101663;24.05013755;41.82001163;24.06216251;41.82032007
53;KG;KG53;64;KG5364;незаети площадки;24.07418765;41.82062725;24.06216251;41.82032007;24.06175092;41.82931515;24.07377774;41.82962243
53;KG;KG53;69;KG5369;незаети площадки;24.07213622;41.86560296;24.06010267;41.86529529;24.05969014;41.87429028;24.07172537;41.87459805
53;KG;KG53;92;KG5392;незаети площадки;24.11107341;41.80355029;24.09905106;41.80324706;24.09864488;41.81224247;24.11066891;41.81254578
54;KG;KG54;11;KG5411;незаети площадки;24.01113165;41.88204122;24;41.88175071;24;41.8907562;24.01071201;41.89103579
54;KG;KG54;48;KG5448;незаети площадки;24.04433458;41.9459398;24.03228624;41.94562873;24.03186864;41.95462337;24.04391867;41.95493453
54;KG;KG54;57;KG5457;незаети площадки;24.05679715;41.93725474;24.04475031;41.93694504;24.04433458;41.9459398;24.05638311;41.9462496
54;KG;KG54;90;KG5490;незаети площадки;24.10783218;41.87551378;24.09579639;41.8752098;24.09538872;41.88420506;24.1074262;41.88450914
55;KG;KG55;30;KG5530;незаети площадки;24.03145084;41.963618;24.01939931;41.96330548;24.01897963;41.97229998;24.03103285;41.9726126
55;KG;KG55;49;KG5549;незаети площадки;24.03974906;42.04488095;24.02768209;42.04456881;24.02726239;42.05356326;24.03933105;42.05387549
55;KG;KG55;56;KG5556;незаети площадки;24.05306401;42.01820779;24.04100194;42.01789721;24.0405845;42.02689181;24.05264827;42.02720248
56;KG;KG56;43;KG5643;незаети площадки;24.03807589;42.08085903;24.02600212;42.0805465;24.02558165;42.08954087;24.03765712;42.0898535
56;KG;KG56;48;KG5648;незаети площадки;24.03598012;42.12583123;24.02389784;42.12551821;24.02347641;42.1345125;24.03556039;42.13482561
56;KG;KG56;92;KG5692;незаети площадки;24.09885763;42.07340767;24.08678462;42.07310158;24.08637284;42.08209646;24.09844755;42.08240264
56;KG;KG56;99;KG5699;незаети площадки;24.09598315;42.13637214;24.08389822;42.13606537;24.08348513;42.14506013;24.09557176;42.14536699
57;KG;KG57;40;KG5740;незаети площадки;24.03514047;42.14381998;24.02305479;42.14350677;24.02263297;42.15250102;24.03472036;42.15281434
57;KG;KG57;52;KG5752;незаети площадки;24.04638935;42.16212081;24.03430006;42.16180867;24.03387956;42.17080299;24.04597056;42.17111523
57;KG;KG57;59;KG5759;незаети площадки;24.04345382;42.22508135;24.03135256;42.22476852;24.03093072;42.23376272;24.04303369;42.23407564
57;KG;KG57;84;KG5784;незаети площадки;24.08183085;42.18103899;24.06973757;42.18073048;24.06932182;42.18972505;24.08141681;42.19003366
57;KG;KG57;89;KG5789;незаети площадки;24.07975876;42.22601217;24.06765692;42.22570317;24.06724022;42.23469766;24.07934377;42.23500676
58;KG;KG58;61;KG5861;незаети площадки;24.05471826;42.24338166;24.04261337;42.24306991;24.04219286;42.25206417;24.05429946;42.25237601
58;KG;KG58;63;KG5863;незаети площадки;24.05388047;42.26137035;24.04177215;42.26105841;24.04135126;42.27005263;24.05346129;42.27036467
58;KG;KG58;72;KG5872;незаети площадки;24.06640625;42.25268658;24.05429946;42.25237601;24.05388047;42.26137035;24.06598897;42.26168101
58;KG;KG58;73;KG5873;незаети площадки;24.06598897;42.26168101;24.05388047;42.26137035;24.05346129;42.27036467;24.06557151;42.27067543
58;KG;KG58;95;KG5895;незаети площадки;24.08937831;42.28028772;24.07726599;42.27997942;24.07684986;42.28897389;24.0889639;42.2892823
59;KG;KG59;51;KG5951;незаети площадки;24.03839959;42.33301169;24.02627771;42.33269769;24.02585355;42.34169167;24.03797715;42.34200578
59;KG;KG59;53;KG5953;незаети площадки;24.03755452;42.35099984;24.02542919;42.35068564;24.02500464;42.35967959;24.03713169;42.35999389
59;KG;KG59;76;KG5976;незаети площадки;24.06054704;42.37860707;24.04841615;42.37829514;24.04799447;42.38728923;24.06012709;42.38760126
59;KG;KG59;94;KG5994;незаети площадки;24.08564181;42.36123827;24.07351399;42.3609291;24.07309615;42.36992342;24.08522569;42.37023269
60;KG;KG60;14;KG6014;незаети площадки;24.14627715;41.55226672;24.1343011;41.55196865;24.13390337;41.56096472;24.14588107;41.56126289
60;KG;KG60;36;KG6036;незаети площадки;24.16944407;41.57085184;24.15746435;41.57055606;24.15706957;41.57955229;24.16905095;41.57984816
60;KG;KG60;39;KG6039;незаети площадки;24.16826418;41.59784075;24.15627948;41.5975447;24.15588417;41.60654088;24.16787052;41.60683702
60;KG;KG60;77;KG6077;незаети площадки;24.21697824;41.58101915;24.20499615;41.58072827;24.20460783;41.58972485;24.21659158;41.59001582
61;KG;KG61;7;KG6107;незаети площадки;24.12911645;41.66891629;24.11711899;41.66861574;24.11671724;41.6776115;24.12871636;41.67791214
61;KG;KG61;11;KG6111;незаети площадки;24.14350083;41.61523955;24.13151317;41.61494082;24.13111418;41.62393677;24.14310349;41.6242356
61;KG;KG61;41;KG6141;незаети площадки;24.17946488;41.61612826;24.16747669;41.61583327;24.16708267;41.62482951;24.17907253;41.62512459
61;KG;KG61;44;KG6144;незаети площадки;24.17828729;41.6431172;24.16629411;41.64282193;24.16589956;41.65181811;24.1778944;41.65211347
61;KG;KG61;45;KG6145;незаети площадки;24.1778944;41.65211347;24.16589956;41.65181811;24.16550482;41.66081428;24.17750134;41.66110973
62;KG;KG62;25;KG6225;незаети площадки;24.1499328;41.74148147;24.13792162;41.74118267;24.13752175;41.75017848;24.14953459;41.75047737
62;KG;KG62;27;KG6227;незаети площадки;24.14913621;41.75947325;24.13712169;41.75917427;24.13672145;41.76817004;24.14873764;41.76846912
62;KG;KG62;37;KG6237;незаети площадки;24.16115091;41.75977098;24.14913621;41.75947325;24.14873764;41.76846912;24.16075402;41.76876694
62;KG;KG62;58;KG6258;незаети площадки;24.18478731;41.76935882;24.17277057;41.76906351;24.17237518;41.77805955;24.18439359;41.77835495
62;KG;KG62;59;KG6259;незаети площадки;24.18439359;41.77835495;24.17237518;41.77805955;24.1719796;41.78705557;24.18399969;41.78735107
63;KG;KG63;9;KG6309;незаети площадки;24.12027227;41.86682104;24.10823798;41.86651841;24.10783218;41.87551378;24.11986816;41.87581651
63;KG;KG63;42;KG6342;незаети площадки;24.1711879;41.80504755;24.15916464;41.80475061;24.15876684;41.81374649;24.17079178;41.81404352
63;KG;KG63;47;KG6347;незаети площадки;24.1692055;41.85002722;24.15717384;41.84972981;24.15677514;41.8587256;24.16880848;41.8590231
63;KG;KG63;69;KG6369;незаети площадки;24.19248187;41.86861038;24.18044648;41.8683153;24.18005078;41.87731124;24.19208785;41.87760641
63;KG;KG63;80;KG6380;незаети площадки;24.22006102;41.78823002;24.2080404;41.78793829;24.20764967;41.79693457;24.21967197;41.79722639
64;KG;KG64;28;KG6428;незаети площадки;24.14072808;41.94838284;24.12867824;41.94808188;24.12827415;41.95707729;24.14032568;41.95737834
64;KG;KG64;51;KG6451;незаети площадки;24.1796549;41.88630716;24.16761633;41.88601064;24.16721858;41.89500646;24.17925884;41.89530307
64;KG;KG64;57;KG6457;незаети площадки;24.17727583;41.94028234;24.16522713;41.93998526;24.1648283;41.94898097;24.17687868;41.94927814
64;KG;KG64;72;KG6472;незаети площадки;24.2033399;41.89589251;24.19129928;41.89559842;24.19090473;41.9045944;24.20294703;41.90488859
64;KG;KG64;83;KG6483;незаети площадки;24.21498951;41.90518151;24.20294703;41.90488859;24.20255398;41.91388464;24.21459815;41.91417766
65;KG;KG65;2;KG6502;незаети площадки;24.11500437;41.98376081;24.10294813;41.98345694;24.10253992;41.99245209;24.11459785;41.99275606
65;KG;KG65;19;KG6519;незаети площадки;24.12422313;42.04703044;24.11215484;42.04672717;24.11174702;42.05572229;24.12381701;42.05602565
65;KG;KG65;44;KG6544;незаети площадки;24.16243146;42.00295487;24.15037111;42.00265587;24.14996931;42.01165136;24.16203136;42.01195045
65;KG;KG65;90;KG6590;незаети площадки;24.22430072;41.96844649;24.21224623;41.96815419;24.21185362;41.97715022;24.2239098;41.97744261
65;KG;KG65;94;KG6594;незаети площадки;24.22273597;42.00443087;24.21067471;42.0041382;24.21028138;42.01313416;24.22234434;42.01342692
66;KG;KG66;11;KG6611;незаети площадки;24.1234107;42.06502086;24.11133902;42.0647174;24.11093083;42.07371249;24.12300421;42.07401604
66;KG;KG66;17;KG6617;незаети площадки;24.12096897;42.11899171;24.10888708;42.11868767;24.10847777;42.12768266;24.12056137;42.12798679
66;KG;KG66;23;KG6623;незаети площадки;24.1346728;42.08331359;24.12259753;42.08301121;24.12219067;42.09200636;24.13426764;42.09230883
66;KG;KG66;48;KG6648;незаети площадки;24.15681328;42.12889153;24.14472912;42.12859122;24.14432474;42.13758648;24.15641061;42.13788688
66;KG;KG66;60;KG6660;незаети площадки;24.18416969;42.05752345;24.17209879;42.05722643;24.17169928;42.06622201;24.18377188;42.06651913
67;KG;KG67;24;KG6724;незаети площадки;24.13020585;42.18226033;24.11811182;42.1819569;24.11770291;42.19095186;24.12979866;42.19125538
67;KG;KG67;29;KG6729;незаети площадки;24.12816799;42.22723543;24.1160654;42.22693153;24.11565556;42.2359264;24.12775986;42.23623039
67;KG;KG67;32;KG6732;незаети площадки;24.14311049;42.16457213;24.1310197;42.16427017;24.13061287;42.17326526;24.14270538;42.17356731
67;KG;KG67;39;KG6739;незаети площадки;24.14027077;42.22753805;24.12816799;42.22723543;24.12775986;42.23623039;24.13986435;42.23653311
67;KG;KG67;62;KG6762;незаети площадки;24.179384;42.16547038;24.16729265;42.16517224;24.16689095;42.17416761;24.17898401;42.17446585
68;KG;KG68;43;KG6843;незаети площадки;24.15075381;42.26381992;24.13864399;42.26351819;24.13823683;42.27251319;24.15034837;42.27281501
68;KG;KG68;53;KG6853;незаети площадки;24.16286382;42.26412037;24.15075381;42.26381992;24.15034837;42.27281501;24.1624601;42.27311555
68;KG;KG68;59;KG6859;незаети площадки;24.1604387;42.3180912;24.14831837;42.31779018;24.14791182;42.32678517;24.16003387;42.32708628
68;KG;KG68;67;KG6867;незаети площадки;24.17336488;42.30040054;24.16124781;42.30010099;24.16084335;42.30909611;24.17296214;42.30939575
68;KG;KG68;97;KG6897;незаети площадки;24.20971719;42.30129152;24.19759958;42.3009958;24.19720027;42.3099912;24.20931961;42.310287
69;KG;KG69;17;KG6917;незаети площадки;24.10865945;42.38883656;24.09652607;42.38852966;24.09611111;42.39752412;24.10824622;42.39783112
69;KG;KG69;24;KG6924;незаети площадки;24.1220264;42.36215811;24.10989801;42.36185278;24.10948535;42.37084739;24.12161546;42.37115282
69;KG;KG69;38;KG6938;незаети площадки;24.13251699;42.39844126;24.12038151;42.39813683;24.11996982;42.40713147;24.13210703;42.407436
69;KG;KG69;69;KG6969;незаети площадки;24.16851979;42.40834188;24.15638201;42.4080412;24.15597532;42.4170361;24.16811482;42.41733687
69;KG;KG69;76;KG6976;незаети площадки;24.18186633;42.38165589;24.16973355;42.38135678;24.16932915;42.39035183;24.18146365;42.39065103
70;KG;KG70;8;KG7008;незаети площадки;24.25254387;41.59088124;24.24055959;41.59059402;24.24017608;41.59959085;24.25216201;41.59987817
70;KG;KG70;18;KG7018;незаети площадки;24.26452831;41.59116722;24.25254387;41.59088124;24.25216201;41.59987817;24.26414812;41.60016424
70;KG;KG70;42;KG7042;незаети площадки;24.30273038;41.53803361;24.29075536;41.53775191;24.29037952;41.5467492;24.30235619;41.547031
70;KG;KG70;47;KG7047;незаети площадки;24.30085772;41.58302037;24.28887442;41.58273822;24.28849772;41.59173544;24.30048268;41.59201767
70;KG;KG70;96;KG7096;незаети площадки;24.36114334;41.57541464;24.34916086;41.57513881;24.34879262;41.58413648;24.36077677;41.58441239
71;KG;KG71;4;KG7104;незаети площадки;24.25025013;41.64486255;24.23825588;41.64457478;24.23787132;41.65357152;24.24986723;41.65385938
71;KG;KG71;10;KG7110;незаети площадки;24.26376775;41.60916124;24.25177998;41.60887508;24.25139778;41.61787198;24.26338721;41.61815822
71;KG;KG71;24;KG7124;незаети площадки;24.27423914;41.64543434;24.26224455;41.64514907;24.26186331;41.65414599;24.27385957;41.65443134
71;KG;KG71;64;KG7164;незаети площадки;24.32221923;41.64656291;24.31022395;41.64628264;24.30984938;41.65527991;24.32184633;41.65556027
71;KG;KG71;90;KG7190;незаети площадки;24.35967605;41.61140556;24.34768692;41.61112939;24.34731802;41.62012699;24.35930881;41.62040325
72;KG;KG72;11;KG7211;незаети площадки;24.25957227;41.70812712;24.24756618;41.70783997;24.24718206;41.71683668;24.25918982;41.71712392
72;KG;KG72;25;KG7225;незаети площадки;24.27005438;41.74440046;24.25804143;41.74411421;24.25765828;41.75311093;24.26967291;41.75339728
72;KG;KG72;42;KG7242;незаети площадки;24.29521415;41.71797812;24.28320587;41.71769464;24.28282658;41.72669159;24.29483654;41.72697516
72;KG;KG72;61;KG7261;незаети площадки;24.31960532;41.70954407;24.30759837;41.70926319;24.3072226;41.71826034;24.31923123;41.71854131
72;KG;KG72;66;KG7266;незаети площадки;24.31773314;41.75453011;24.30571782;41.75424879;24.3053412;41.76324585;24.31735819;41.76352727
73;KG;KG73;34;KG7334;незаети площадки;24.27864308;41.82565702;24.26661486;41.82537121;24.26623183;41.83436788;24.27826172;41.83465377
73;KG;KG73;64;KG7364;незаети площадки;24.31472877;41.82650689;24.30270003;41.82622486;24.30232203;41.83522179;24.31435245;41.83550392
73;KG;KG73;71;KG7371;незаети площадки;24.32788056;41.79979624;24.31585669;41.79951573;24.31548088;41.8085128;24.32750643;41.8087934
73;KG;KG73;78;KG7378;незаети площадки;24.3252581;41.86277601;24.31322247;41.86249488;24.31284547;41.87149183;24.32488278;41.87177305
73;KG;KG73;99;KG7399;незаети площадки;24.34895793;41.8723317;24.33692027;41.87205301;24.33654647;41.88105012;24.34858581;41.8813289
74;KG;KG74;19;KG7419;незаети площадки;24.24879758;41.96003098;24.23674443;41.9597413;24.23635538;41.96873753;24.24841023;41.9690273
74;KG;KG74;27;KG7427;незаети площадки;24.26162172;41.94232653;24.24957177;41.94203829;24.24918477;41.95103465;24.2612364;41.95132298
74;KG;KG74;40;KG7440;незаети площадки;24.2883908;41.87992238;24.27635232;41.87963729;24.27596992;41.88863395;24.28801009;41.88891912
74;KG;KG74;66;KG7466;незаети площадки;24.31020163;41.93447004;24.29815268;41.93418694;24.2977726;41.94318367;24.30982325;41.94346686
74;KG;KG74;82;KG7482;незаети площадки;24.33579834;41.8990443;24.3237558;41.89876408;24.32337979;41.90776105;24.33542403;41.90804136
75;KG;KG75;8;KG7508;незаети площадки;24.23323659;42.04070674;24.22116836;42.04041497;24.22077601;42.04941096;24.23284594;42.04970282
75;KG;KG75;15;KG7515;незаети площадки;24.24647078;42.01400865;24.23440747;42.01371841;24.23401735;42.02271454;24.24608236;42.02300486
75;KG;KG75;40;KG7540;незаети площадки;24.28457581;41.96988904;24.27252044;41.96960306;24.27213629;41.97859954;24.28419335;41.97888561
75;KG;KG75;59;KG7559;незаети площадки;24.29319822;42.05114311;24.28112741;42.05085758;24.28074338;42.059854;24.29281589;42.06013962
75;KG;KG75;66;KG7566;незаети площадки;24.30641005;42.02443746;24.29434416;42.02415348;24.29396236;42.03315004;24.30602994;42.03343411
76;KG;KG76;4;KG7604;незаети площадки;24.23089001;42.09468293;24.21881158;42.09439061;24.21841815;42.10338649;24.23049829;42.1036789
76;KG;KG76;18;KG7618;незаети площадки;24.24140748;42.13095813;24.22932205;42.13066672;24.22892961;42.13966262;24.24101675;42.13995413
76;KG;KG76;31;KG7631;незаети площадки;24.26828514;42.06856344;24.25621128;42.0682752;24.2558235;42.0772714;24.26789906;42.07755973
76;KG;KG76;33;KG7633;незаети площадки;24.2675128;42.08655601;24.25543554;42.08626759;24.2550474;42.09526376;24.26712637;42.09555227
76;KG;KG76;48;KG7648;незаети площадки;24.27766482;42.13182475;24.26557886;42.13153715;24.26519154;42.14053333;24.27727921;42.14082102
77;KG;KG77;26;KG7726;незаети площадки;24.2503759;42.20321648;24.23827663;42.20292561;24.23788446;42.21192147;24.24998546;42.21221243
77;KG;KG77;29;KG7729;незаети площадки;24.24920402;42.23020428;24.2370996;42.22991314;24.2367069;42.23890894;24.24881304;42.23920018
77;KG;KG77;79;KG7779;незаети площадки;24.30972879;42.23164087;24.29762348;42.2313561;24.29723936;42.24035236;24.30934638;42.24063722
77;KG;KG77;90;KG7790;незаети площадки;24.33734292;42.15123709;24.32525267;42.15095567;24.32487354;42.15995226;24.3369655;42.16023376
77;KG;KG77;97;KG7797;незаети площадки;24.33469735;42.21421347;24.32259512;42.21393144;24.32221478;42.22292791;24.33431872;42.22321003
78;KG;KG78;7;KG7807;незаети площадки;24.221835;42.30158595;24.20971719;42.30129152;24.20931961;42.310287;24.22143914;42.31058153
78;KG;KG78;11;KG7811;незаети площадки;24.23631403;42.24790473;24.22420636;42.24761213;24.22381158;42.25660781;24.23592097;42.2569005
78;KG;KG78;26;KG7826;незаети площадки;24.24646338;42.29317521;24.23434694;42.29288342;24.23395298;42.30187911;24.24607114;42.30217098
78;KG;KG78;57;KG7857;незаети площадки;24.2824267;42.30303894;24.27030801;42.3027509;24.26991903;42.31174684;24.28203945;42.31203497
78;KG;KG78;82;KG7882;незаети площадки;24.32069167;42.25891362;24.30858104;42.25862986;24.30819811;42.26762616;24.32031046;42.26791001
79;KG;KG79;8;KG7908;незаети площадки;24.21747057;42.40053636;24.20533379;42.40024091;24.20493421;42.40923621;24.21707272;42.40953175
79;KG;KG79;36;KG7936;незаети площадки;24.25466679;42.38342363;24.24253292;42.38313222;24.24213889;42.39212782;24.25427448;42.39241933
79;KG;KG79;41;KG7941;незаети площадки;24.26875104;42.33873457;24.25662563;42.33844489;24.25623422;42.34744067;24.26836136;42.34773044
79;KG;KG79;54;KG7954;незаети площадки;24.27971222;42.36601081;24.26758145;42.36572214;24.26719123;42.37471796;24.27932372;42.37500672
79;KG;KG79;62;KG7962;незаети площадки;24.29261617;42.34830614;24.28048867;42.34801893;24.28010053;42.35701488;24.29222975;42.35730218
80;KG;KG80;13;KG8013;незаети площадки;24.38619758;41.54896866;24.37421974;41.54869559;24.37385532;41.55769348;24.38583482;41.55796663
80;KG;KG80;18;KG8018;незаети площадки;24.38438214;41.59395838;24.372396;41.59368488;24.37203076;41.60268269;24.38401856;41.60295627
80;KG;KG80;47;KG8047;незаети площадки;24.42069998;41.58577322;24.40871501;41.58550355;24.40835492;41.59450163;24.42034155;41.59477139
80;KG;KG80;88;KG8088;незаети площадки;24.4682897;41.59583793;24.45630242;41.59557316;24.45594881;41.60457157;24.46793775;41.60483641
81;KG;KG81;47;KG8147;незаети площадки;24.41710828;41.67575414;24.40510666;41.67548362;24.40474492;41.68448153;24.41674821;41.68475214
81;KG;KG81;54;KG8154;незаети площадки;24.43018428;41.64902905;24.4181875;41.64876004;24.41782793;41.65775809;24.42982637;41.65802719
81;KG;KG81;76;KG8176;незаети площадки;24.45346901;41.66755991;24.44146857;41.66729324;24.441112;41.67629142;24.45311411;41.67655818
81;KG;KG81;90;KG8190;незаети площадки;24.4795764;41.61409856;24.46758564;41.61383488;24.46723337;41.62283333;24.4792258;41.62309709
81;KG;KG81;93;KG8193;незаети площадки;24.4785241;41.64109411;24.46652834;41.64083019;24.46617559;41.64982859;24.47817302;41.6500926
82;KG;KG82;3;KG8203;незаети площадки;24.36689984;41.72865024;24.35488887;41.7283742;24.35451945;41.73737167;24.36653209;41.7376478
82;KG;KG82;12;KG8212;незаети площадки;24.37927689;41.71992738;24.36726742;41.71965267;24.36689984;41.72865024;24.37891098;41.72892504
82;KG;KG82;16;KG8216;незаети площадки;24.37781226;41.75591791;24.3657961;41.75564286;24.36542785;41.76464037;24.37744569;41.76491551
82;KG;KG82;18;KG8218;незаети площадки;24.37707895;41.77391308;24.36505943;41.77363786;24.36469085;41.78263533;24.37671204;41.78291064
82;KG;KG82;38;KG8238;незаети площадки;24.40111847;41.77445976;24.38909862;41.77418705;24.38873339;41.7831847;24.40075492;41.78345749
83;KG;KG83;38;KG8338;незаети площадки;24.39747547;41.86443632;24.38543882;41.86416275;24.38507192;41.87316023;24.39711025;41.87343388
83;KG;KG83;44;KG8344;незаети площадки;24.41096474;41.82871787;24.39893466;41.8284459;24.39857011;41.83744353;24.41060187;41.83771558
83;KG;KG83;48;KG8348;незаети площадки;24.40951228;41.86470863;24.39747547;41.86443632;24.39711025;41.87343388;24.40914875;41.87370628
83;KG;KG83;50;KG8350;незаети площадки;24.42443809;41.7929972;24.41241456;41.79272683;24.41205235;41.80172462;24.42407756;41.80199507
83;KG;KG83;83;KG8383;незаети площадки;24.4594427;41.82079508;24.44741364;41.82052823;24.44705598;41.82952621;24.45908672;41.82979315
84;KG;KG84;5;KG8405;незаети площадки;24.35877061;41.92659261;24.34672266;41.92631465;24.34634952;41.93531175;24.35839916;41.9355898
84;KG;KG84;11;KG8411;незаети площадки;24.37229609;41.89088005;24.36025472;41.8906037;24.35988394;41.89960095;24.371927;41.89987739
84;KG;KG84;22;KG8422;незаети площадки;24.38397022;41.90015256;24.371927;41.89987739;24.37155774;41.90887471;24.38360265;41.90914997
84;KG;KG84;32;KG8432;незаети площадки;24.39601361;41.90042647;24.38397022;41.90015256;24.38360265;41.90914997;24.39564773;41.90942397
84;KG;KG84;61;KG8461;незаети площадки;24.43250543;41.89224287;24.42046323;41.89197283;24.42010089;41.90097051;24.43214478;41.90124064
85;KG;KG85;19;KG8519;незаети площадки;24.36562671;42.05282961;24.35355486;42.0525517;24.35318103;42.06154865;24.36525458;42.06182665
85;KG;KG85;62;KG8562;незаети площадки;24.42852919;41.99121741;24.41646839;41.99094643;24.41610423;41.99994393;24.42816673;42.00021499
85;KG;KG85;64;KG8564;незаети площадки;24.4278041;42.00921256;24.4157399;42.00894142;24.41537541;42.01793888;24.4274413;42.01821011
85;KG;KG85;76;KG8576;незаети площадки;24.43914609;42.0274777;24.42707833;42.02720765;24.42671521;42.03620517;24.43878466;42.0364753
85;KG;KG85;82;KG8582;незаети площадки;24.45265129;41.99175556;24.44059016;41.99148712;24.44022939;42.00048479;24.45229221;42.00075332
86;KG;KG86;17;KG8617;незаети площадки;24.36264491;42.12480545;24.35055944;42.12452683;24.35018425;42.13352365;24.36227142;42.13380235
86;KG;KG86;41;KG8641;незаети площадки;24.40110903;42.07165032;24.38903328;42.07137604;24.38866421;42.08037322;24.40074167;42.08064758
86;KG;KG86;45;KG8645;незаети площадки;24.39963857;42.10763927;24.38755601;42.10736465;24.38718627;42.11636176;24.39927054;42.11663647
86;KG;KG86;70;KG8670;незаети площадки;24.43769938;42.06346801;24.42562483;42.06319762;24.42526103;42.07219507;24.43733729;42.07246555
86;KG;KG86;86;KG8686;незаети площадки;24.4476093;42.1177226;24.43552436;42.11745298;24.43516127;42.12645041;24.44724792;42.12672012
87;KG;KG87;0;KG8700;незаети площадки;24.34943334;42.15151723;24.33734292;42.15123709;24.3369655;42.16023376;24.34905763;42.160514
87;KG;KG87;12;KG8712;незаети площадки;24.36077575;42.16978979;24.34868174;42.16951074;24.34830569;42.17850748;24.36040141;42.17878661
87;KG;KG87;16;KG8716;незаети площадки;24.35927735;42.20577697;24.34717649;42.20549757;24.34679975;42.21449423;24.35890232;42.21477372
87;KG;KG87;59;KG8759;незаети площадки;24.40657745;42.23387306;24.39447077;42.2335985;24.39410037;42.24259546;24.40620877;42.24287011
87;KG;KG87;71;KG8771;незаети площадки;24.43370728;42.16243999;24.42161397;42.16216867;24.42124835;42.17116594;24.43334337;42.17143734
88;KG;KG88;28;KG8828;незаети площадки;24.36688731;42.31401605;24.35476566;42.31373688;24.35438857;42.32273343;24.36651194;42.32301269
88;KG;KG88;33;KG8833;незаети площадки;24.38087479;42.26931007;24.36876158;42.26903261;24.36838707;42.27802933;24.380502;42.27830688
88;KG;KG88;41;KG8841;незаети площадки;24.39372981;42.25159241;24.38161986;42.2513164;24.38124741;42.26031324;24.39335907;42.26058934
88;KG;KG88;82;KG8882;незаети площадки;24.44180741;42.26168093;24.42969508;42.26140995;24.42932933;42.27040712;24.44144339;42.27067818
88;KG;KG88;90;KG8890;незаети площадки;24.45464404;42.24395591;24.44253497;42.24368637;24.44217127;42.25268366;24.45428206;42.25295328
89;KG;KG89;15;KG8915;незаети площадки;24.35212239;42.37671237;24.33998885;42.3764313;24.33960881;42.38542764;24.35174409;42.3857088
89;KG;KG89;23;KG8923;незаети площадки;24.36500874;42.35899906;24.35287848;42.35871945;24.35250052;42.36771592;24.36463252;42.36799561
89;KG;KG89;81;KG8981;незаети площадки;24.43852516;42.34265561;24.42639732;42.34238386;24.42603007;42.35138088;24.43815963;42.35165271
89;KG;KG89;88;KG8988;незаети площадки;24.43596294;42.40563498;24.423823;42.40536263;24.42345457;42.41435954;24.43559623;42.41463196
89;KG;KG89;97;KG8997;незаети площадки;24.44846784;42.39690895;24.43632947;42.39663798;24.43596294;42.40563498;24.44810304;42.40590604
